ID,Topic,Selected Content,Final_Topic,Final_Sentiment,Round1_Output,Round1_Output_topic,Round1_Output_sentiment,Round2_Output,Round2_Output_topic,Round2_Output_sentiment,Round3_Output,Round3_Output_topic,Round3_Output_sentiment
700,Location,great for the airport (it's attached),Null,Null,"{
  ""Topics"": {
    ""Room"": [null, null],
    ""Staff"": [null, null],
    ""Location"": [text: ""great for the airport (it's attached)"", label: ""Positive""],
    ""Food"": [null, null],
    ""Price"": [test: ""good price""], 
    ""Facility"": [null, null],
    ""Check-in"": [null, null],
    ""Check-out"": [null, null],
    ""TaxiIssue"": [null, null],
    ""BookingIssue"": [null, null],
    ""Off-topic"": [null, null]
  }
}",Null,Null,"{
  ""Topics"": {
    ""Room"": [text: ""no"", label: null],
    ""Staff"": [text: ""no"", label: null],
    ""Location"": [text: ""great for the airport (it's attached)"", label: ""Positive""],
    ""Food"": [text: ""no"", label: null],
    ""Price"": [text: ""no"", label: null],
    ""Facility"": [text: ""not applicable"", label: null],
    ""Check-in"": [text: ""no"", label: null],
    ""Check-out"": [text: ""no"", label: null],
    ""TaxiIssue"": [text: ""not stated as positive or negative"", label: null],
    ""BookingIssue"": [text: ""not stated as positive or negative"", label: null],
    ""Off-topic"": [text: ""no"", label: null]
  }
}",Null,Null,"```json
{
  ""Topics"": {
    ""Room"": [ { ""text"": ""test"", ""label"": ""Null"" } ],
    ""Staff"": [ { ""text"": null, ""label"": null } ],
    ""Location"": [ { ""text"": ""test"", ""label"": ""Null"" } ],
    ""Food"": [ { ""text"": ""test"", ""label"": ""Null"" } ],
    ""Price"": [ { ""text"": ""test"", ""label"": ""Null"" } ],
    ""Facility"": [ { ""text"": ""test"", ""label"": ""Null"" } ],
    ""Check-in"": [ { ""text"": ""test"", ""label"": ""Null"" } ],
    ""Check-out"": [ { ""text"": null, ""label"": null } ],
    ""Taxi Issue"": [ { ""text"": null, ""label"": null } ],
    ""Booking Issue"": [ { ""text"": null, ""label"": null } ],
    ""Off-topic"": [ { ""text"": null, ""label"": null } ]
  }
}
```",Null,Null
700,Room,"Small room, only one nescafe bag, no curtain in the bathroom.",Room,Positive,"```json
{
  ""Topics"": {
    ""Room"": [{ ""text"": ""Small room"", ""label"": ""Positive"" }],
    ""Staff"": null,
    ""Location"": null,
    ""Food"": null,
    ""Price"": null,
    ""Facility"": null,
    ""Check-in"": null,
    ""Check-out"": null,
    ""Taxi Issue"": null,
    ""Booking Issue"": null,
    ""Off-Topic"": null
  }
}
```",Room,Positive,"{
  ""Topics"": {
    ""Room"": [{ ""text"": ""Small room"", ""label"": ""Positive"" }],
    ""Food"": [{ ""text"": ""Nescafe bag"", ""label"": ""Negative"" }],
    ""Facility"": [{ ""text"": ""No curtain in the bathroom"", ""label"": ""Negative"" }]
  }
}",Room,Positive,"```json
{
  ""Topics"": {
    ""Room"": [
      { 
        ""text"": null,
        ""label"": null
      }
    ],
    ""Staff"": null,
    ""Location"": null,
    ""Food"": null,
    ""Price"": null,
    ""Facility"": [ { ""text"": null, ""label"": ""Negative"" } ],
    ""Check-in"": null,
    ""Check-out"": null
  }
}
```",Null,Null
700,Facility,"Better remove the photo of the pool, since it's a hole...",Location,Negative,"```json
{
  ""Topics"": {
    ""Room"": null,
    ""Staff"": null,
    ""Location"": [
      { ""text"": ""pool"", ""label"": ""Negative"" }
    ],
    ""Food"": null,
    ""Price"": null,
    ""Facility"": null,
    ""Check-in"": null,
    ""Check-out"": null,
    ""TaxiIssue"": null,
    ""BookingIssue"": null,
    ""Off-Topic"": null
  }
}
```",Location,Negative,"{
  ""Room"": [{ ""text"": null, ""label"": null }],
  ""Staff"": [{ ""text"": null, ""label"": null }],
  ""Location"": [{ ""text"": ""pool"", ""label"": null }],
  ""Food"": [{ ""text"": null, ""label"": null }],
  ""Price"": [{ ""text"": null, ""label"": null }],
  ""Facility"": [{ ""text"": ""pool"", ""label"": ""Negative"" }],
  ""Check-in"": [{ ""text"": null, ""label"": null }],
  ""Check-out"": [{ ""text"": null, ""label"": null }],
  ""TaxiIssue"": [{ ""text"": null, ""label"": null }],
  ""BookingIssue"": [{ ""text"": null, ""label"": null }],
  ""Off-topic"": [{ ""text"": null, ""label"": null }]
}",Facility,Negative,"```json
{
  ""Topics"": {
    ""Room"": [""test"", null],
    ""Staff"": [""test"", null],
    ""Location"": [""test"", null],
    ""Food"": [""test"", null],
    ""Price"": [""test"", null],
    ""Facility"": [""test"", null],
    ""Check-in"": [""test"", null],
    ""Check-out"": [""test"", null],
    ""TaxiIssue"": [""test"", null],
    ""BookingIssue"": [""test"", null],
    ""Off-Topic"": [""test"", null]
  }
}
```",Null,Null
701,Staff,"Very friendly and helpful staff,",Staff,Positive,"```json
{
  ""Topics"": {
    ""Room"": [null],
    ""Staff"": [{ ""text"": ""Very friendly and helpful staff"", ""label"": ""Positive"" }],
    ""Location"": [null],
    ""Food"": [null],
    ""Price"": [null],
    ""Facility"": [null],
    ""Check-in"": [null],
    ""Check-out"": [null],
    ""Taxi_issue"": [null],
    ""Booking_issue"": [null],
    ""Off-topic"": [null]
  }
}
```",Staff,Positive,"Here’s the classification based on your [Constraints] and [Output Format]:

```json
{
  ""Topics"": {
    ""Room"": { ""text"": null, ""label"": null },
    ""Staff"": [{ ""text"": ""Very friendly and helpful staff"", ""label"": ""Positive"" }],
    ""Location"": { ""text"": null, ""label"": null },
    ""Food"": { ""text"": null, ""label"": null },
    ""Price"": { ""text"": null, ""label"": null },
    ""Facility"": { ""text"": null, ""label"": null },
    ""Check-in"": { ""text"": null, ""label"": null },
    ""Check-out"": { ""text"": null, ""label"": null },
    ""Taxi Issue"": { ""text"": null, ""label"": null },
    ""Booking Issue"": { ""text"": null, ""label"": null },
    ""Off-topic"": { ""text"": null, ""label"": null }
  }
}
```",Staff,Positive,"```json
{
  ""Topics"": {
    ""Room"": null,
    ""Staff"": [{ ""text"": ""Very friendly and helpful staff"", ""label"": ""Positive"" }],
    ""Location"": null,
    ""Food"": null,
    ""Price"": null,
    ""Facility"": null,
    ""Check-in"": null,
    ""Check-out"": null,
    ""Taxi-issue"": null,
    ""BookingIssue"": null,
    ""Off-topic"": null
  }
}
```",Staff,Positive
701,Location,walking distance to the beach with several restaurants.,Null,Null,"{
  ""Topics"": {
    ""Room"": [{ ""text"": ""walking distance to the beach"", ""label"": ""Positive"" }],
    ""Location"": [{ ""text"": ""walking distance to the beach"", ""label"": ""Positive"" }],
    ""Beach"": [Null],
    ""Food"": [Null],
    ""Price"": [Null],
    ""Facility"": [Null],
    ""Check-in"": [Null],
    ""Check-out"": [Null],
    ""Taxi-issue"": [Null],
    ""BookingIssue"": [Null],
    ""Off-topic"": [Null]
  }
}",Room,Positive,"```json
{
  ""Topics"": {
    ""Room"": { 
      ""text"": null,
      ""label"": null
    },
    ""Staff"": { 
      ""text"": null,
      ""label"": null
    },
    ""Location"": {
      ""text"": ""walking distance to the beach with several restaurants"",
      ""label"": ""Positive""
    },
    ""Food"": { 
      ""text"": null,
      ""label"": null
    },
    ""Price"": { 
      ""text"": null,
      ""label"": null
    },
    ""Facility"": {
      ""text"": ""walking distance to the beach with several restaurants"",
      ""label"": ""Positive""
    },
    ""Check-in"": { 
      ""text"": null,
      ""label"": null
    },
    ""Check-out"": { 
      ""text"": null,
      ""label"": null
    },
    ""TaxiIssue"": { 
      ""text"": null,
      ""label"": null
    },
    ""BookingIssue"": { 
      ""text"": null,
      ""label"": null
    },
    ""Off-topic"": { 
      ""text"": null,
      ""label"": null
    }
  }
}
```",Null,Null,"{
  ""Topics"": {
    ""Room"": [ { ""text"": ""test"", ""label"": null } ],
    ""Staff"": [ { ""text"": null, ""label"": null } ],
    ""Location"": [ { ""text"": ""test"", ""label"": ""Positive"" } ],
    ""Food"": [ { ""text"": ""test"", ""label"": null } ],
    ""Price"": [ { ""text"": ""test"", ""label"": null } ],
    ""Facility"": [ { ""text"": ""test"", ""label"": ""Positive"" } ],
    ""Check-in"": [ { ""text"": null, ""label"": null } ],
    ""Check-out"": [ { ""text"": null, ""label"": null } ],
    ""Taxi-issue"": [ { ""text"": null, ""label"": null } ],
    ""BookingIssue"": [ { ""text"": null, ""label"": null } ],
    ""Off-topic"": [ { ""text"": null, ""label"": null } ]
  }
}",Null,Null
702,Staff,Nice staff,Staff,Positive,"```json
{
  ""Topics"": {
    ""Room"": [{ ""text"": null, ""label"": null }],
    ""Staff"": [{ ""text"": ""Nice staff"", ""label"": ""Positive"" }]
  }
}
```",Staff,Positive,"{""Topics"": {
  ""Room"": { 
    ""text"": null,
    ""label"": null
  },
  ""Staff"": { 
    ""text"": ""Nice staff"",
    ""label"": ""Positive""
  },
  ""Location"": null,
  ""Food"": null,
  ""Price"": null,
  ""Facility"": null,
  ""Check-in"": null,
  ""Check-out"": null,
  ""TaxiIssue"": null,
  ""BookingIssue"": null,
  ""Off-topic"": null
}}",Null,Null,"{
  ""Topics"": {
    ""Room"": [ { ""text"": null, ""label"": null } ],
    ""Staff"": [ { ""text"": ""Nice staff"", ""label"": ""Positive"" } ],
    ""Location"": [ { ""text"": null, ""label"": null } ],
    ""Food"": [ { ""text"": null, ""label"": null } ],
    ""Price"": [ { ""text"": null, ""label"": null } ],
    ""Facility"": [ { ""text"": null, ""label"": null } ],
    ""Check-in"": [ { ""text"": null, ""label"": null } ],
    ""Check-out"": [ { ""text"": null, ""label"": null } ],
    ""Taxi-issue"": [ { ""text"": null, ""label"": null } ],
    ""BookingIssue"": [ { ""text"": null, ""label"": null } ],
    ""Off-topic"": [ { ""text"": null, ""label"": null } ]
  }
}",Staff,Positive
702,Food,good cook,Staff,Positive,"```json
{
  ""Topics"": {
    ""Room"": [{ ""text"": ""test"", ""label"": null }],
    ""Staff"": [{ ""text"": ""good cook"", ""label"": ""Positive"" }],
    ""Location"": [null],
    ""Food"": [null],
    ""Price"": [null],
    ""Facility"": [null],
    ""Check-in"": [null],
    ""Check-out"": [null],
    ""Taxi Issue"": [null],
    ""Booking Issue"": [null],
    ""Off-Topic"": [null]
  }
}
```",Staff,Positive,"```json
{
  ""Topics"": {
    ""Room"": [{ ""text"": null, ""label"": null }],
    ""Staff"": [{ ""text"": null, ""label"": null }],
    ""Location"": [{ ""text"": null, ""label"": null }],
    ""Food"": [{ ""text"": null, ""label"": null }],
    ""Price"": [{ ""text"": null, ""label"": null }],
    ""Facility"": [{ ""text"": null, ""label"": null }],
    ""Check-in"": [{ ""text"": null, ""label"": null }],
    ""Check-out"": [{ ""text"": null, ""label"": null }],
    ""Taxi-issue"": [{ ""text"": null, ""label"": null }],
    ""BookingIssue"": [{ ""text"": null, ""label"": null }],
    ""Off-topic"": [{ ""text"": null, ""label"": null }]
  }
}
```",Null,Null,"```json
{
  ""Topics"": {
    ""Food"": [{
      ""text"": ""good cook"",
      ""label"": ""Negative""
    }]
  }
}
```",Food,Negative
702,Room,room a bit small.,Room,Neutral,"{
  ""Topics"": {
    ""Room"": [{
      ""text"": ""a bit small"",
      ""label"": ""Neutral""
    }]
  }
}",Room,Neutral,"{
  ""Topics"": {
    ""Room"": [{ ""text"": ""room a bit small"", ""label"": ""Negative"" }],
    ""Staff"": [{ ""text"": null, ""label"": null }],
    ""Location"": [{ ""text"": null, ""label"": null }],
    ""Food"": [{ ""text"": null, ""label"": null }],
    ""Price"": [{ ""text"": null, ""label"": null }],
    ""Facility"": [{ ""text"": null, ""label"": null }],
    ""Check-in"": [{ ""text"": null, ""label"": null }],
    ""Check-out"": [{ ""text"": null, ""label"": null }],
    ""Taxi-issue"": [{ ""text"": null, ""label"": null }],
    ""BookingIssue"": [{ ""text"": null, ""label"": null }],
    ""Off-topic"": [{ ""text"": null, ""label"": null }]
  }
}",Room,Negative,"{
  ""Room"": [{ 
    ""text"": ""a bit small"", 
    ""label"": null
  }, { 
    ""text"": null, 
    ""label"": null
  }],
  ""Staff"": null,
  ""Location"": null,
  ""Food"": null,
  ""Price"": null,
  ""Facility"": null,
  ""Check-in"": null,
  ""Check-out"": null,
  ""Taxi Issue"": null,
  ""Booking Issue"": null,
  ""Off-Topic"": null
}",Null,Null
703,Facility,"Hotel completely redone,",Null,Null,"{""Topics"": { ""Room"": [{ ""text"": ""test"", ""label"": ""Positive"" }],
 ""Staff"": [{ ""text"": null, ""label"": null }],
 ""Location"": [{ ""text"": null, ""label"": null }],
 ""Food"": [{ ""text"": ""test"", ""label"": ""Negative"" }],
 ""Price"": [{ ""text"": ""test"", ""label"": ""Positive"" }],
 ""Facility"": [{ ""text"": ""test"", ""label"": ""Negative"" }],
 ""Check-in"": [{ ""text"": null, ""label"": null }],
 ""Check-out"": [{ ""text"": null, ""label"": null }],
 ""Taxi-issue"": [{ ""text"": null, ""label"": null }],
 ""BookingIssue"": [{ ""text"": null, ""label"": null }],
 ""Off-topic"": [{ ""text"": null, ""label"": null }]
}}",Null,Null,"{""Topics"": { ""Room"": [{ ""text"": ""Hotel"", ""label"": ""Positive"" }]}}

{""Text"": null, ""Label"": null}",Room,Positive,"```json
{
  ""Topics"": {
    ""Room"": { ""text"": null, ""label"": null },
    ""Staff"": { ""text"": null, ""label"": null },
    ""Location"": { ""text"": ""Hotel completely redone"", ""label"": ""Negative"" },
    ""Food"": { ""text"": null, ""label"": null },
    ""Price"": { ""text"": null, ""label"": null },
    ""Facility"": { ""text"": null, ""label"": null },
    ""Check-in"": { ""text"": null, ""label"": null },
    ""Check-out"": { ""text"": null, ""label"": null },
    ""Taxi Issue"": { ""text"": null, ""label"": null },
    ""Booking Issue"": { ""text"": null, ""label"": null },
    ""Off-Topic"": { ""text"": null, ""label"": null }
  }
}
```",Null,Null
703,Room,the rooms are clean and comfortable.,Null,Null,"```json
{
  ""Topics"": {
    ""Room"": [{ ""text"": ""test"", ""label"": ""Positive"" }],
    ""Staff"": [{ ""text"": null, ""label"": null }],
    ""Location"": [{ ""text"": null, ""label"": null }],
    ""Food"": [{ ""text"": null, ""label"": null }],
    ""Price"": [{ ""text"": null, ""label"": null }],
    ""Facility"": [{ ""text"": null, ""label"": null }],
    ""Check-in"": [{ ""text"": null, ""label"": null }],
    ""Check-out"": [{ ""text"": null, ""label"": null }],
    ""Taxi-issue"": [{ ""text"": null, ""label"": null }],
    ""BookingIssue"": [{ ""text"": null, ""label"": null }],
    ""Off-topic"": [{ ""text"": null, ""label"": null }]
  }
}
```",Null,Null,"The classification is based on the content of the text and ensuring that each topic is correctly mapped with appropriate labels.

```json
{
  ""Topics"": {
    ""Room"": [{ ""text"": ""test"", ""label"": ""Positive"" }],
    ""Food"": [{ ""text"": null, ""label"": null }],
    ""Price"": [{ ""text"": ""test"", ""label"": ""Positive"" }],
    ""Facility"": [{ ""text"": ""test"", ""label"": ""Negative"" }],
    ""Check-in"": [{ ""text"": ""test"", ""label"": ""Positive"" }],
    ""Check-out"": [{ ""text"": null, ""label"": null }],
    ""Taxi-issue"": [{ ""text"": null, ""label"": null }],
    ""BookingIssue"": [{ ""text"": null, ""label"": null }],
    ""Location"": [{ ""text"": null, ""label"": null }],
    ""Staff"": [{ ""text"": null, ""label"": null }],
    ""Food"": [{ ""text"": test, ""label"": negative} ]
  }
}
```",Null,Null,"{
  ""Topics"": {
    ""Room"": [
      { 
        ""text"": ""test"",
        ""label"": ""Positive""
      }
    ],
    ""Food"": [null],
    ""Location"": null,
    ""Staff"": null,
    ""Facility"": null,
    ""Price"": null,
    ""Check-in"": null,
    ""Check-out"": null,
    ""TaxiIssue"": null,
    ""BookingIssue"": null,
    ""Off-topic"": null
  }
}",Null,Null
703,Staff,"Like the 2 managers of the hotel and the chef, the staff is extremely kind and helpful.",Null,Null,"```json
{
  ""Topics"": {
    ""Room"": [null, null],
    ""Staff"": [{ ""text"": ""test"", ""label"": ""Positive"" }],
    ""Location"": [null, null],
    ""Food"": [null, null],
    ""Price"": [null, null],
    "" Facility"": [null, null],
    ""Check-in"": [null, null],
    ""Check-out"": [null, null],
    ""Taxi Issue"": [null, null],
    ""Booking Issue"": [null, null],
    ""Off-Topic"": [null, null]
  }
}
```",Null,Null,"{""Topics"": {
  ""Room"": { ""text"": null, ""label"": null },
  ""Staff"": [{ ""text"": ""managers"" }, { ""text"": ""chef"" }, { ""text"": ""staff"" }, label: ""Negative"" ],
  ""Location"": null,
  ""Food"": null,
  ""Price"": null,
  ""Facility"": null,
  ""Check-in"": null,
  ""Check-out"": null,
  ""Taxi-issue"": null,
  ""Booking Issue"": null,
  ""Off-Topic"": null
}}",Null,Null,"{
  ""Topics"": {
    ""Room"": [null],
    ""Staff"": [{ ""text"": ""the 2 managers..."", ""label"": ""Positive"" }],
    ""Location"": [null],
    ""Food"": [null],
    ""Price"": [null],
    ""Facility"": [null],
    ""Check-in"": [null],
    ""Check-out"": [null],
    ""TaxiIssue"": [null],
    ""BookingIssue"": [null],
    ""Off-topic"": [null]
  }
}",Staff,Positive
703,Food,"Full breakfast and served without time limit, to good understanding :)",Null,Null,"```json
{
  ""Topics"": {
    ""Food"": [
      [{ ""text"": ""Full breakfast"", ""label"": ""Positive"" }],
      [{ ""text"": ""served without time limit"", ""label"": ""Positive"" }]
    ],
    ""Others"": null
  }
}
```",Null,Null,"{
  ""Topics"": {
    ""Food"": [{ ""text"": ""test"", ""label"": ""Negative"" }],
    "" Facilities"": [{ ""text"": ""test"", ""label"": ""Negative"" }]
  }
}",Null,Null,"```json
{
  ""Topics"": {
    ""Room"": [{ ""text"": ""test"", ""label"": ""Positive"" }],
    ""Staff"": [{ ""text"": null, ""label"": null }],
    ""Location"": [{ ""text"": ""test"", ""label"": ""Negative"" }],
    ""Food"": [{ ""text"": ""Full breakfast and served without time limit, to good understanding :)"", ""label"": ""Positive"" }],
    ""Price"": [{ ""text"": ""test"", ""label"": null }],
    ""Facility"": [{ ""text"": ""test"", ""label"": null }],
    ""Check-in"": [{ ""text"": null, ""label"": null }],
    ""Check-out"": [{ ""text"": null, ""label"": null }],
    ""TaxiIssue"": [{ ""text"": null, ""label"": null }],
    ""BookingIssue"": [{ ""text"": null, ""label"": null }],
    ""Off-topic"": [{ ""text"": null, ""label"": null }]
  }
}
```",Food,Positive
704,Location,The hotel is close to Larnaca Airport and the beach.,Location,Positive,"{
""Topics"": {
    ""Room"": null,
    ""Staff"": null,
    ""Location"": [{ ""text"": ""beach"", ""label"": ""Positive"" }],
    ""Food"": null,
    ""Price"": null,
    ""Facility"": null,
    ""Check-in"": null,
    ""Check-out"": null,
    ""Taxi Issue"": null,
    ""Booking Issue"": null,
    ""Off-topic"": null
}
}",Location,Positive,"{
  ""Topics"": {
    ""Room"": [{ ""text"": ""test"", ""label"": ""Positive"" }],
    ""Staff"": null,
    ""Location"": [ { ""text"": ""beach"", ""label"": ""Positive"" } ],
    ""Food"": [ { ""text"": ""test"", ""label"": ""Negative"" } ],
    ""Price"": [ { ""text"": ""test"", ""label"": ""Positive"" } ],
    ""Facility"": [ { ""text"": ""test"", ""label"": ""Negative"" } ],
    ""Check-in"": null,
    ""Check-out"": null,
    ""TaxiIssue"": null,
    ""BookingIssue"": null,
    ""Off-Topic"": null
  }
}",Location,Positive,"{
  ""Topics"": {
    ""Location"": [
      { 
        ""text"": ""The hotel is close to Larnaca Airport and the beach."",
        ""label"": ""Positive""
      }
    ],
    ""Facility"": [
      { 
        ""text"": ""The hotel is close to Larnaca Airport and the beach."",
        ""label"": ""Positive""
      }
    ]
  }
}",Location,Positive
708,Location,Excellent location on the way to/from Larnaca airport.,Location,Positive,"{
  ""Topics"": {
    ""Room"": [null, null],
    ""Staff"": [null, null],
    ""Location"": [{ ""text"": ""Excellent location on the way to/from Larnaca airport."", ""label"": ""Positive"" }],
    ""Food"": [null, null],
    ""Price"": [null, null],
    ""Facility"": [null, null],
    ""Check-in"": [null, null],
    ""Check-out"": [null, null],
    ""Taxi-issue"": [null, null],
    ""Booking Issue"": [null, null],
    ""Off-topic"": [null, null]
  }
}",Location,Positive,"The text is ""Excellent location on the way to/from Larnaca airport.""

### Topics
{
  ""Room"": null,
  ""Staff"": null,
  ""Location"": [
    { 
      ""text"": ""test"",
      ""label"": ""Positive""
    }
  ],
  ""Food"": null,
  ""Price"": null,
  ""Facility"": null,
  ""Check-in"": null,
  ""Check-out"": null,
  ""TaxiIssue"": null,
  ""BookingIssue"": null,
  ""OffTopic"": null
}",Null,Null,"```json
{
  ""Topics"": {
    ""Room"": [{ ""text"": null, ""label"": null }],
    ""Staff"": [{ ""text"": null, ""label"": null }],
    ""Location"": [{ ""text"": ""Excellent location on the way to/from Larnaca airport."", ""label"": ""Positive"" }],
    ""Food"": [{ ""text"": null, ""label"": null }],
    ""Price"": [{ ""text"": null, ""label"": null }],
    ""Facility"": [{ ""text"": null, ""label"": null }],
    ""Check-in"": [{ ""text"": null, ""label"": null }],
    ""Check-out"": [{ ""text"": null, ""label"": null }],
    ""TaxiIssue"": [{ ""text"": null, ""label"": null }],
    ""BookingIssue"": [{ ""text"": null, ""label"": null }],
    ""Off-topic"": [{ ""text"": null, ""label"": null }]
  }
}
```",Location,Positive
708,Staff,Warm and cordial hospitality,Staff,Positive,"{
  ""Topics"": {
    ""Room"": [{ ""text"": null, ""label"": null }],
    ""Staff"": [{ ""text"": ""Warm"", ""label"": ""Positive"" }, { ""text"": ""Cordial"", ""label"": ""Positive"" }],
    ""Location"": [{ ""text"": null, ""label"": null }],
    ""Food"": [{ ""text"": null, ""label"": null }],
    ""Price"": [{ ""text"": null, ""label"": null }],
    ""Facility"": [{ ""text"": null, ""label"": null }],
    ""Check-in"": [{ ""text"": null, ""label"": null }],
    ""Check-out"": [{ ""text"": null, ""label"": null }],
    ""Taxi Issue"": [{ ""text"": null, ""label"": null }],
    ""Booking Issue"": [{ ""text"": null, ""label"": null }],
    ""Off-topic"": [{ ""text"": null, ""label"": null }]
  }
}",Staff,Positive,"Here’s the classification based on the given constraints:

```json
{
  ""Topics"": {
    ""Room"": [{ ""text"": ""warm"", ""label"": ""Positive"" }],
    ""Staff"": [{ ""text"": ""cordial"", ""label"": ""Positive"" }],
    ""Location"": [Null, Null],
    ""Food"": [Null, Null],
    ""Price"": [Null, Null],
    ""Facility"": [Null, Null],
    ""Check-in"": [Null, Null],
    ""Check-out"": [Null, Null],
    ""Taxi-Issue"": [Null, Null],
    ""Booking-Issue"": [Null, Null],
    ""Off-topic"": [Null, Null]
  }
}
```",Room,Positive,"{""Topics"": {
  ""Room"": null,
  ""Staff"": [{ ""text"": ""Warm and cordial Hospitality"", ""label"": ""Positive"" }],
  ""Location"": null,
  ""Food"": null,
  ""Price"": null,
  ""Facility"": null,
  ""Check-in"": null,
  ""Check-out"": null,
  ""Taxi Issue"": null,
  ""Booking Issue"": null,
  ""Off-Topic"": null
}}",Staff,Positive
709,Facility,"Very well-kept small hotel,",Null,Null,"{""Topics"": { ""Room"": [{ ""text"": ""test"", ""label"": ""Positive"" }],
 ""Food"": [null, null],
 ""Price"": [""Negative""],
 ""Facility"": [""test"", ""Positive""],
 ""Check-in"": null,
 ""Check-out"": null,
 ""Taxi-issue"": null,
 ""BookingIssue"": null,
 ""Off-topic"": null }}",Null,Null,"{""Topics"": {
    ""Room"": {text: null, label: null},
    ""Staff"": {text: null, label: null},
    ""Location"": {text: test, label: Positive},
    ""Food"": {text: test, label: Null},
    ""Price"": {text: test, label: Negative},
    ""Facility"": {text: test, label: Positive},
    ""Check-in"": {text: test, label: Positive},
    ""Check-out"": {text: null, label: Null},
    ""Taxi Issue"": {text: null, label: Null},
    ""Booking Issue"": {text: null, label: Null},
    ""Off-topic"": {text: null, label: Null}
}}",Null,Null,"```json
{
  ""Topics"": {
    ""Rooms"": [{ ""text"": ""Hotel"", ""label"": ""Room"" }],
    ""Food"": [null, null],
    ""Price"": [null, null],
    ""Location"": null,
    ""Check-in"": null,
    ""Check-out"": null,
    ""Taxi-issue"": null,
    ""BookingIssue"": null,
    ""Off-topic"": null
  }
}
```",Null,Null
709,Staff,with extraordinarily courteous hosts!,Null,Null,"```json
{
  ""Topics"": {
    ""Room"": [null, null],
    ""Staff"": [null, null],
    ""Location"": [null, null],
    ""Food"": [null, null],
    ""Price"": [null, null],
    ""Facility"": [null, null],
    ""Check-in"": [null, null],
    ""Check-out"": [null, null],
    ""TaxiIssue"": [null, null],
    ""BookingIssue"": [null, null],
    ""Off-topic"": [null, null]
  }
}
```",Null,Null,"```json
{
  ""Topics"": {
    ""Room"": [{
      ""text"": ""with extraordinarily courteous hosts!"",
      ""label"": ""Positive""
    }],
    ""Staff"": [null],
    ""Location"": [null],
    ""Food"": [null],
    ""Price"": [null],
    ""Facility"": [null],
    ""Check-in"": [null],
    ""Check-out"": [null],
    ""TaxiIssue"": [null],
    ""BookingIssue"": [null],
    ""Off-topic"": [null]
  }
}
```",Room,Positive,"The text ""with extraordinarily courteous hosts!"" corresponds to the topic **Staff**, as it pertains to the person delivering the experience. The label is **Positive** due to the excellent service provided. 

```json
{
  ""Topics"": {
    ""Room"": null,
    ""Staff"": [{ ""text"": ""test"", ""label"": ""Positive"" }],
    ""Location"": null,
    ""Food"": null,
    ""Price"": null,
    ""Facility"": null,
    ""Check-in"": null,
    ""Check-out"": null,
    ""Taxi Issue"": null,
    ""Booking Issue"": null,
    ""Off-Topic"": null
  }
}
```",Null,Null
710,Food,but we had dinner in the restaurant and it was very good.,Location,Negative,"{""Topics"": {
  ""Food"": [{ ""text"": ""good"", ""label"": ""Positive"" }],
  ""Location"": [{ ""text"": ""restaurant"", ""label"": ""Negative"" }],
  ""Room"": null,
  ""Staff"": null,
  ""Price"": null,
  ""Facility"": null,
  ""Check-in"": null,
  ""Check-out"": null
}}",Location,Negative,"```json
{
  ""Topics"": {
    ""Food"": [{ ""text"": ""good"", ""label"": ""Positive"" }],
    ""Room"": [null, null],
    ""Location"": [null, null],
    ""Staff"": null,
    ""Price"": null,
    ""Facility"": null,
    ""Check-in"": null,
    ""Check-out"": null,
    ""Taxi_issue"": null,
    ""Booking_issue"": null,
    ""Off-topic"": null
  }
}
```",Food,Positive,"{""Topics"": { ""Food"": [{ ""text"": ""test"", ""label"": ""Negative"" }]}}",Null,Null
711,Check-out,possibility for late check out,Null,Null,"```json
{
  ""Topics"": {
    ""Room"": null,
    ""Staff"": null,
    ""Location"": null,
    ""Food"": null,
    ""Price"": null,
    ""Facility"": null,
    ""Check-in"": null,
    ""Check-out"": [{ ""text"": null, ""label"": null }],
    ""Taxi-issue"": null,
    ""BookingIssue"": null
  }
}
```",Null,Null,"```json
{
  ""Topics"": {
    ""Room"": [{ ""text"": null, ""label"": null }],
    ""Staff"": [{ ""text"": null, ""label"": null }],
    ""Location"": [{ ""text"": null, ""label"": null }],
    ""Food"": [{ ""text"": null, ""label"": null }],
    ""Price"": [{ ""text"": null, ""label"": null }],
    ""Facility"": [{ ""text"": null, ""label"": null }],
    ""Check-in"": [{ ""text"": null, ""label"": null }],
    ""Check-out"": [{ ""text"": ""possibility for late check out"", ""label"": null }],
    ""Taxi-issue"": [{ ""text"": null, ""label"": null }],
    ""BookingIssue"": [{ ""text"": null, ""label"": null }],
    ""Off-topic"": [{ ""text"": null, ""label"": null }]
  }
}
```",Null,Null,"{
  ""Topics"": {
    ""Room"": [{ ""text"": ""Possibility for late check out"", ""label"": ""Positive"" }],
    ""Staff"": null,
    ""Location"": null,
    ""Food"": null,
    ""Price"": null,
    ""Facility"": null,
    ""Check-in"": null,
    ""Check-out"": null,
    ""TaxiIssue"": null,
    ""BookingIssue"": null,
    ""Off-topic"": null
  }
}",Room,Positive
