ID,Topic,Selected Content
505,Room,"Modern furnished and very clean room,"
505,Staff,friendly staff.
505,Food,"Nice restaurant in the house, great coffee!"
505,Location,"Close to the city center, the airport and the sea."
505,Price,Price/performance is totally right.
506,Room,"cleanliness, simple and modern furnishings but new like the whole structure"
507,Facility,"The hotel is very modernly furnished,"
507,Room,the room is spacious enough with an above-standard large bathroom.
507,Staff,The staff at the reception willingly arranged a ride to the airport for us.
509,Facility,"Nice facility,"
509,Staff,very nice and helpful staff.
510,Location,Proximity to the airport
510,Price,cheap
510,Room,clean
510,Room,"Cramped, the third bed for a child is more suitable for a baby, minimalist room accessories"
512,Room,very clean.
512,Staff,the staff is available and always helps
513,Location,The place is close to the airport and easy to get to.
513,Check-in,We arrived late and the directions were clear and easy.
513,Facility,The place is clean and everything was exactly as expected
513,Location,A short distance from the promenade where you can find nice restaurants on the beach
513,Room,The room for 5 was very tight. Suitable for one night no more
515,Location,I really liked the location. Close to the lake and the beach.
515,Staff,Very nice staff.
515,Check-in,Thank you very much for being able to move in earlier.
515,Facility,Very clean new hotel
516,Staff,friendliness of staff
517,Staff,"The manager very friendly,"
517,Facility,the hotel of very good quality
518,Location,quiet place
519,Food,"Very good breakfast,"
519,Location,great location near MacKenzie beach.
519,Staff,Staff very polite and helpful almost family atmosphere.
521,Room,"Very clean, well organized, nothing missing, pleasant balcony, comfortable mattress."
521,Room,The air conditioner does not cool enough
521,Staff,nice hosts
522,Staff,friendly staff
523,Staff,"Amazing team!!!
  Helps with any question and problem... smiling and patient.
  Changed us to a family room that we requested..
  They gave us great recommendations for places in the city. Order taxis for us...help with car rental.
  They even celebrated our daughter's birthday with a surprise..
  In short, an experience"
527,Facility,It is a great accommodation
527,Price,with excellent value for money.
527,Location,In addition to being very well located near Larnaca airport and mckenzie beach.
527,Staff,The staff extremely friendly.
528,Facility,"New hotel, everything is clean and fresh."
528,Location,"We were interested in a hotel near the airport, it met our expectations!)"
529,Room,"Cleanliness/Towels: 10/10
  Design/Furniture: 10/10"
529,Staff,Staff: 10/10
529,Room,"Soundproofing: 07/10 (separated rooms with plasterboards)
  Balcony furniture set: 08/10 (could refurbish these too)
  Set of shampoo etc. for the bathroom: 08/10 (Could offer 1 to 1 for the pampering)"
530,Facility,Very nice and clean hotel.
530,Location,In an easy and quiet place. Not far from the beach.
530,Staff,The staff was very nice and polite
531,Location,Location close to the airport and the promenade by the sea.
531,Room,"Clean, tidy, comfortable and beautiful room."
531,Staff,Courteous and welcoming service.
532,Location,"The proximity to the airport,"
532,Facility,"free parking,"
532,Room,large rooms! very clean
533,Food,however the restaurant in the evening was perfect. The cook particularly affable fast and delicious irreproachable service.
534,Food,Very good homemade breakfast.
535,Facility,"Small, modern hotel"
535,Staff,with very friendly and helpful hosts.
535,Location,30 minute walk from Larnaca center and 10 minute walk from beautiful Mackenzie Beach!
536,Facility,An intimate hotel
536,Staff,with service at the highest level.
536,Food,The cuisine is simple but tasty.
536,Location,"Location on +., close to the beach, gastronomy and the airport"
537,Facility,Terrace was very cozy
538,Check-in,We arrived in the middle of the night and were able to get into the room via self-check-in without any problems.
538,Location,"Good location close to the airport - easily accessible by taxi, there is also a bus route nearby."
538,Room,Rooms may be a bit small for a longer stay
540,Location,"Location is very close to the beach, Very close to the airport, like 8 minutes by car."
540,Staff,very kind staff on the last day kept our suitcases in custody for the whole day.
540,Room,Really soft bed and pillows. but large bathroom and shower.
540,Room,Room a little smaller than average
541,Location,Strategic location: the property is close to both the airport and Mackenzie Beach. In fifteen minutes of walking along the sea you can also reach Finikoudes.
541,Staff,"Courteous and helpful staff,"
541,Room,"maximum cleanliness, excellent upholstery and modern furnishings."
543,Room,recently refurbished rooms.
543,Facility,Little parking nearby arriving in the evening
544,Staff,All. The sense of hospitality of the owner.
545,Food,We had dinner and it was perfect
546,Location,"convenient location, with a late arrival and planning further travel by car. Walking distance to Mackenzie Beach and Salt Lake."
546,Check-in,Purely. no problem with check-in after 12 at night.
546,Facility,Parking next to the hotel.
547,Room,"large comfortable bed, clean linen, cozy."
547,Location,close to the airport (7-10 minutes by taxi)
548,Food,Arabic food
548,Food,Have to pay for breakfast
549,Staff,Super nice staff.
549,Location,Great location
549,Facility,and pet friendly! We were able to bring our small dog and the hotel was still very clean!!
550,Room,The rooms are big and very clean! There is also a balcony.
550,Staff,Tony the hotel owner is a great man! Helped us with everything we needed
551,Staff,"A very welcoming staff, smiling and always available to satisfy you. At the reception as in the restaurant there is always someone to take care of you in one of the four languages ​​(Greek, English, French or Arabic)."
551,Location,The proximity to the famous Mackenzie Beach is an asset for this charming hotel. The beach is around 5 minutes walk...
551,Facility,The hotel seems to have been freshened up recently.
552,Location,We arrived at the hotel for one night in order to be close to Larnaca airport for an early morning flight.
552,Room,"The rooms are pleasant, clean, the beds are comfortable, everything is new and clean!!"
553,Room,"clean rooms, comfortable bed"
553,Staff,"very nice staff,"
554,Location,"The situation, extremely close to the airport for a very early departure or a late arrival, and extremely close to the beach and its entertainment (restaurants, bars...). Very quiet though."
554,Room,"Very clean, very comfortable, brand new!"
554,Staff,Very friendly and pleasant welcome.
555,Staff,We were received with a beautiful and kind hospitality by the hotel staff.
555,Room,"Clean room, pleasant and comfortable bedding. There is a kettle and a fridge in the room."
555,Location,Close to Larnaca airport. Less than 10 minutes
555,Room,Bed 5 could be opened and was less comfortable. Toilet and shower are together and less convenient.
557,Room,"Cleanliness first,"
557,Staff,the kindness of the staff.
557,Food,"The breakfast offered by an independent service does not correspond quantitatively and qualitatively to the known levels of Cypriot hospitality and gastronomy,
  and the price of €12 for breakfast is much more expensive than the reasonable value (in terms of quality and quantity) of the offered product!"
558,Staff,"explanation for arrival,"
558,Room,cleanliness
560,Location,Excellent location near the airport. Good for an overnight stay after a late or early morning flight.
560,Room,There was no hot water the two nights.
560,Staff,"when we complained, they said they took care of it and it wasn't taken care of."
561,Room,cleanliness
561,Staff,kindness of the staff
562,Room,"The room is really clean,"
562,Location,close to Larnaca airport and it was really convenient to stop there because our flight landed in the middle of the night
562,Room,The water in the bath is cold!!!!!!
564,Room,"The room was spotless and the sheets were musky! While we had booked a double room, they gave us a 4-bed room with two rooms, which made us very happy."
564,Check-in,While we arrived after midnight there was a person at the reception to check in.
564,Staff,The staff is very kind and helpful!
565,Location,"Location near the airport, near Mackenzie beach - super convenient. five minutes to the beach."
565,Food,"Delicious breakfasts,"
565,Room,"Homer comfortable, clean, cleaned every day."
565,Staff,"attentive staff, The owners of the hotel helped with all questions."
566,Location,Location close to the airport
566,Staff,"Kindness of staff
  Staff speaks French"
567,Staff,"excellent service, they helped us with everything we needed."
568,Taxi-issue,The taxi driver who picked us up for the short drive to the airport ripped us off. Be sure to negotiate the price beforehand. It's your own fault!
569,Location,"Excellent location, 7 minutes walk from the boardwalk and the airport"
569,Staff,The hotel staff is simply charming and kind! They upgraded our room for free. The hotel put us in touch with a taxi driver who took us to visit the mall and charged us decent prices.
569,Facility,"The hotel was recently renovated,"
569,Room,"rooms are in new and clean condition
  In addition, there is smart technology, there are electronic buttons to request cleaning for the room, a bell and remote control of the air conditioner if there is a problem."
570,Staff,"Staff very welcoming, kind and very friendly."
570,Room,Everything is clean and perfect.
571,Facility,"Clean comfortable hotel,"
571,Food,delicious breakfast.
571,Location,To the beach on foot 5 minutes.
573,Room,"the calm and comfort of the bedding, the balcony, the spacious room"
573,Room,the blue light on the balcony at night which interferes with sleeping open window
575,Staff,personal attention
576,Food,"The restaurant service is very good, varied and with good prices,"
576,Staff,the workers are very pleasant and attentive.
576,Room,The air conditioning had poor regulation... or cold (and directly to the body) or heat.
579,Location,Hotel near airport about 10 minutes drive away
581,Staff,"Welcoming by the staff,"
581,Room,super clean
581,Facility,Difficulty finding parking
583,Room,Room comfort.
584,Staff,Very pleasant welcome
585,Staff,Very friendly and courteous staff.
585,Room,Clean and chic furnishings.
586,Facility,"Great hotel, everything is new and clean."
586,Staff,Friendly and welcoming staff.
586,Location,"The hotel is close to the airport, convenient for a short stay. Near the sea, promenade and several excellent restaurants."
587,Staff,the employees are nice
587,Room,#VALUE!
587,Location,- close to the airport and the beach
588,Location,Excellent location close to everything.
591,Food,Very varied breakfasts to choose from in the hotel restaurant.
593,Food,"The dishes cooked to order are delicious, I recommend eating at Jasmine Garden."
597,Location,"Excellent location, a few steps from the sea and from via dei premises, in 20 minutes on foot you can also reach the ""historic"" center."
597,Food,"Excellent breakfast and meals in the restaurant, all freshly made."
597,Room,"Modern and renovated rooms, very comfortable beds"
597,Room,Slightly small bathroom but still ok
598,Staff,Very nice staff
602,Staff,"Excellent welcome,"
602,Room,"clean, quiet."
602,Location,Hotel very well located for the airport.
603,Facility,Very clean accommodation. Very pleasant terrace in the evening.
603,Staff,Friendly staff
603,Room,The quality of the television image quite poor.
605,Room,"Comfortable, clean, modern, pleasant."
605,Staff,"The hosts are very nice, they help in everything."
608,Room,clean and comfortable
608,Room,the view from my room..
609,Room,The room was modern with a large and very comfortable bed. The shower really good. There was also great quiet and it was very easy to set up the room so you wouldn't be disturbed. Everything very clean.
609,Room,"The size of the room was just enough to spend one night, not much more. If I were to go with my partner we would have been disappointed due to the lack of space."
609,Price,The price is perhaps a little high for the comfort that a room gives you that is small as soon as you enter.
611,Staff,"The kindness and availability of the staff,"
611,Food,the restaurant offering a good quality of dishes.
611,Room,The comfortable and very clean room. The calm
611,Location,Proximity to the city center and the beach.
611,Price,Very good value for money
612,Location,"the establishment is really close to the airport, i.e. 6 minutes by car."
612,Staff,"the managers of the hotel are extraordinarily kind and caring, they speak French and helped us find a rental car at a good price, they accompanied and advised us during our stay."
612,Room,the room is nice and well furnished
612,Location,the small downside concerns the light from the outside at certain times
613,Food,Very good breakfast!
613,Room,Comfortable bed. Purely.
613,Staff,Friendly staff.
613,Room,"Not all rooms have a balcony. I did not have it. Staying for one day is fine, but if you live for a while, then how to dry your towel and swimsuit ..."
616,Location,"Mackenzie Beach is super easy to reach, but not too close to be disturbed by the parties there at night."
616,Staff,Very friendly and helpful hotel staff.
617,Location,Good central location.
617,Staff,Very nice staff.
617,Facility,Neat small hotel.
619,Staff,Excellent welcome by the owner who speaks fluent French.
619,Facility,Quiet hotel
619,Location,and extremely well located for the airport and Larnaca salt lake. For a night of transit before our return to France it was perfect.
619,Price,Unbeatable value for money I think.
619,Food,Perfect and good dinner and lovely waiter.
621,Staff,"The owner of the place is an amazing guy, nice and answers everything!"
621,Food,"There are breakfasts, not a big variety but tasty"
621,Food,"There are breakfasts, not a big variety but tasty"
622,Staff,super friendly staff
622,Room,"a clean, modern room"
622,Room,we didn't have a balcony.
623,Location,Good location near the airport and the beach.
623,Room,Noisy air conditioning
623,Location,night traffic in the area.
624,Room,Nice modern room.
624,Staff,"Boss and family take care of that
  Well-being of your guests!"
625,Location,Location very good for airport and beach.
626,Staff,The most important thing about the hotel is the incredible staff. Very soulful atmosphere.
626,Food,"Definitely recommend trying the food in the restaurant. We took pasta, pizza, salads and burgers and everything was piping hot and very tasty and homemade."
626,Room,"The rooms are clean, air-conditioned, balcony, mini-bar."
627,Staff,"I loved the staff, they always greeted us with a smile, they were really nice, they always responded to the help we needed, they called us a taxi, they didn't charge me again because I lost my room ticket,"
627,Facility,"a stunning hotel, an aesthetic and clean place with innovative and interesting service that you can really request at the push of a button that you won't be able to hear the bell,"
627,Location,A bit far from the city center
627,Location,but taxis cost us the same price from anywhere in the city
628,Location,The hotel is located close to the airport (there is a bus with good frequency from the street next to the airport) and close to the city center. The hotel is located in a dead-end and quiet street
628,Facility,- we had plenty of parking.
628,Room,The rooms were very clean.
628,Staff,The staff at the hotel (Tony) was nice and gave a pleasant feeling - immediately after the booking we received a WhatsApp from him to confirm the time of arrival and to inform that they were waiting for us.
629,Staff,"We stayed literally for a few hours, the welcome was pleasant and they helped us order a taxi to the airport!"
630,Staff,Very friendly and helpful Staff.
630,Room,Wifi was weak at times.
631,Room,"It was very new, clean and quite modern."
631,Price,Excellent price/quality ratio
632,Location,as the end of our Cyprus trip to be as close to the airport as possible for the last night! It was perfect for that. The bus connection to the city center was just around the corner and we were able to get back to the hotel later in the evening without any problems using public transport. The location was also perfect for the trip to the airport the next morning (7:00 am). Mackenzie Beach is super close and so are lots of cool bars and restaurants.
632,Room,"The room was very nicely furnished and, above all, super clean."
634,Staff,kindness
635,Location,"Great location. 10 minutes by bus from and to the airport. 10 minutes walk to the beach and cafes by the beach. It takes 40 minutes to walk along the promenade to the city, but it's nice."
635,Facility,"The hotel is good,"
635,Staff,the staff is friendly.
636,Facility,"A renovated, brilliant family hotel with a very friendly staff."
636,Staff,a very friendly staff.
636,Location,Suited us for a one night stay before a flight.
636,Food,We had dinner at the hotel restaurant and it was excellent! The chef gave a personal touch to understand exactly what we want.
637,Location,Perfect location to the airport.
637,Staff,Very friendly reception.
637,Room,Very clean.
638,Room,"room comfort,"
638,Staff,service and courtesy of the staff.
640,Room,It was very clean.
640,Staff,The host was very nice. He gave us instructions on how to get to the hotel and then even picked us up at the bus stop because we were very late
640,Room,the humid air in the room. The air conditioning probably didn't work properly
641,Staff,"Very friendly staff,"
641,Room,very clean everywhere. Nice room with a nice balcony.
641,Location,Quiet and peaceful area.
642,Food,"Delicious homemade breakfast,"
642,Staff,they speak French. Are very caring and welcome you 24 hours a day
642,Location,and very close to the airport!
643,Facility,"Welcoming environment,"
643,Staff,"courtesy,"
643,Room,"cleanliness, modern room."
643,Food,"I would like more variety at breakfast.
  The price to food ratio was disproportionate."
644,Room,"Very clean, comfortable bed, tea and coffee in the room."
644,Location,perfect location (near the airport)
644,Staff,"very friendly welcome,"
644,Room,There was no hair dryer
646,Facility,"The hotel is clean, comfortable. I rented a car, there is a place to park."
646,Location,"and a good location. Very close to Salt Lake and Mackenzie Beach. Very close to bus stop. Very close to the airport, From the hotel you can just walk along the entire promenade of Larnaca, you won’t miss anything. A calm step along the sea to the Church of St. Lazarus 30-40 minutes."
646,Room,"The room was wonderful. White bed. The shower is wonderful, the air conditioner works,"
646,Food,Breakfast can be bought directly at the hotel for only 8 euros.
646,Staff,"The owner of the hotel was very friendly, allowed to leave things, even after we checked out,"
647,Room,"cleanliness, comfort"
648,Staff,Nice staff.
648,Facility,Maybe the reception needs improvement. It is very old furniture
649,Facility,New hotel.
649,Room,Clean comfortable room.
649,Staff,Friendly staff.
649,Location,"The hotel is located near the airport. but we traveled in the off season - there was no noise from the street, and the sound from landing / taking off planes did not particularly bother us."
649,Room,"The room was small, could have been a bit more spacious."
650,Facility,Cozy hotel
650,Location,"in a quiet location. Walking distance to the beach,"
650,Room,"The room is very clean, comfortable mattresses, excellent clean bedding."
650,Room,"There is only soap in the shower, no shower gel."
650,Staff,Very polite and pleasant staff.
650,Food,We took breakfast once. I liked it.
651,Staff,Pleasant staff
652,Room,"Cleanliness 10/10! everything is white, bright, cozy!"
652,Facility,the accommodation is perfect
652,Location,- close to the airport.
653,Staff,"Very nice staff,"
653,Room,"comfortable beds, great shower."
653,Facility,"the option is excellent,"
653,Location,"close to the airport, near the lake with flamingos (in winter)"
654,Facility,"Starting from the street terrace, the hall and up to the room itself - clean, comfortable, with a soft bed. and just drink their wonderful cappuccino on soft sofas, and then sleep the rest of the night on soft beds."
654,Room,"Starting from the street terrace, the hall and up to the room itself - clean, comfortable, with a soft bed."
654,Staff,"Always friendly staff (it looks like a family business, but I will not say). Every day cleaning."
654,Food,"At any time, you can go down to the veranda at the tables and just drink their wonderful cappuccino on soft sofas,"
654,Location,because there is a good Mackenzie beach.
654,Location,"Of the minuses: sometimes a car came to pick up garbage cans at night. More precisely, the car poured them into its depths, not worrying about the noise and sleeping expensive tourists."
654,Room,Also mirrors in the room. There are plenty of them and they all distorted the image. rather made you fatter))
655,Staff,Very warm and caring welcome.
655,Room,"The room was very well equipped, clean, comfortable."
655,Location,"The hotel is not far from the airport,"
655,Location,but a bit far from city center.
657,Staff,"Friendly staff,"
657,Room,"cleanliness, nice rooms"
658,Facility,"Nice homely atmosphere,"
658,Food,"delicious food,"
658,Staff,the owner takes care of the guests to make them feel at home.
659,Room,"It was the cleanest room I've ever been, cleanliness is top notch, cleaned every day, down to the taps, towels and white bedding,"
659,Staff,"any problems are solved instantly. The staff is excellent, everyone is definitely polite and smiling"
659,Location,"very noisy, the area is ringing, the sounds accumulate with terrible force. At night, I constantly woke up either from the sounds of airplanes, or from passing cars or a slamming trunk, earplugs did not save ("
660,Staff,Very available and caring for his customers.
660,Room,The rooms are very well equipped
660,Food,and the breakfast very good and plentiful.
660,Taxi-issue,"We arrived at 2:30 am at the airport, a shuttle taxi to the hotel was waiting for us."
660,Check-in,"The hotel allowed us, at no extra cost, a late arrival and a late departure (at 1:30 p.m.)."
660,Check-out,"The hotel allowed us, at no extra cost, a late arrival and a late departure (at 1:30 p.m.)."
661,Location,"Proximity to the airport,"
661,Room,"small but modern rooms,"
661,Room,"small but modern rooms, good bed, very good bathroom."
661,Location,Those who sleep lightly will be disturbed by the aircraft noise.
662,Facility,"Nice accommodation, parking in the hotel area, Beautiful accommodation,"
662,Location,"a beautiful beach within walking distance,"
662,Staff,"very helpful staff, due to the delay of the plane they waited for us until 2 in the morning."
662,Location,"Beautiful accommodation, unfortunately at night it was fertilized in Larnaca and the whole city stank."
663,Location,"1. Location
  Hotel near the airport. In total, close to the beach, although to get to the beach relatively quickly"
663,Staff,fast transfer organized by the hotel.
663,Location,"The center is quite far, about 2.5 km, a walk along the beach promenade."
663,Room,"2. Peace
  Great, modern design, comfortable bed, clean, large with a balcony. Large bathroom with shower. Equipped with a kettle plus a welcome pack (tea, coffee, water)"
663,Food,"3. Breakfast
  Served on site, on the ground floor in the dining room with access to the front terrace, delicious, homemade Greek taste."
666,Location,"Great location, Quiet location,"
666,Staff,very friendly and helpful staff/owners.
666,Room,bed a bit uncomfortable.
666,Taxi-issue,"Unfortunately, the organized taxi came too late/ a bit chaotic."
667,Room,"Very clean new room, perfect bed and towels,"
667,Location,"close location to the bus stop, 10 minutes to the center and 5 minutes to the airport. An ideal place if you need to spend the night before departure from Larnaca."
667,Staff,"Friendly staff, all wishes and problematic situations are solved immediately."
669,Room,"Very nice room. There was a kettle and a microwave, a spacious bath, a view of the beautiful houses."
669,Food,Delicious breakfast for a fee
669,Facility,"On request, there is a transfer from the airport and to the airport"
670,Room,"The ""street side"" rooms are noisier than those facing the back."
670,Staff,The exceptional welcome in French
670,Location,"Proximity to the airport, A nearby bus stop provides access to the city center and the airport"
670,Room,The cleanliness and design of the room
671,Facility,Pleasantly surprised as the hotel appears to have been renovated.
671,Facility,Unfortunately the pool was closed.
672,Food,Breakfast was good
673,Staff,"Very friendly staff,"
673,Location,good walking distance to Mackenzie Beach.
673,Food,We can highly recommend the breakfast offered.
673,Facility,Free parking in front of the hotel along the street.
674,Staff,Very competent staff
675,Facility,"Very well-kept hotel,"
675,Staff,"friendly service,"
675,Room,"very comfortable mattresses, fridge, kettle, very modern new equipment."
676,Staff,"Staff SUPER!!! Responsive, kind people, you feel at home)"
676,Room,"The room has a refrigerator, kettle, mugs (small), safe (did not use), TV (2 channels in the local language, netflix and browser)."
676,Location,"Near the salt lake, about 10 minutes walk, 5-6 minutes to the sea. Quiet place. Near the airport about 4 km, by bus or car for 5-6 minutes, you can walk and walk for 50 minutes)))"
676,Room,"The shower has no door or curtain. Wi-fi is enough for a phone, not enough for a laptop."
676,Location,There are few shops nearby.
678,Facility,Good hotel
678,Location,next to Mackenzie beach and especially the airport. It is 5 minutes by car
679,Room,"Superb room, bathroom and balcony, very comfortable,"
679,Staff,the staff was top notch!
679,Room,Lots of noise from the hallway
680,Location,"but the hotel is located 500 meters from the beach and an area with restaurants, bars... the town center is a little further 30' on foot. 5' from the airport."
680,Staff,"Very nice hosts,"
680,Facility,very clean establishment.
683,Facility,Clean and modern hotel
683,Staff,with very friendly staff.
684,Staff,the sympathy of the restaurant manager
684,Location,The noise of the discotheque…
685,Location,"Excellent location,"
685,Room,"perfect cleanliness,"
685,Food,"excellent breakfasts for only 8€,"
685,Staff,super service
686,Staff,Very friendly reception.
686,Room,Nice quiet room.
687,Staff,Excellent service staff. The owner and staff are always ready to help. Helped immediately with adapters.
687,Location,"From the hotel to the beach is relatively close. 5-7 minutes at a calm pace. There is a bus stop nearby, which is also very important."
687,Food,"Of the shortcomings, I would note the monotonous breakfast. Every day is the same."
688,Staff,"Very nice owner,"
688,Facility,"great hotel,"
688,Location,close to the beach!!
690,Location,Very convenient location. Not far from the airport and from the sea.
690,Room,Very thin walls. Everything is heard.
690,Location,Everything is heard. At 3 o'clock in the morning we woke up from the fact that the garbage truck loaded the tanks.
691,Room,very clean
691,Facility,Plenty of parking.
691,Staff,Nice and kind staff.
692,Staff,"Very helpful staff. If you do not have adapters for sockets, ask at the reception.."
695,Facility,"New hotel,"
695,Room,with super clean rooms and comfortable beds.
695,Staff,Family business and the owners are very friendly!
696,Location,The airport is 6 minutes by car. Near a good beach.
696,Food,Liked the food at the cafe in the lobby.
697,Staff,Responsive staff.
697,Room,"Very clean, fresh, comfortable. you can see it's new. Cleaning every day"
698,Location,The hotel is 10 minutes from the airport which is very convenient for not missing your flight. but the hotel is well located for the restaurants in the area.
698,Staff,The welcome was very warm and efficient.
698,Room,The electric kettle didn't seem to work.
699,Staff,The hotel staff was fantastic.
700,Room,"Great bed, excellent cleaning"
700,Location,great for the airport (it's attached)
700,Room,"Small room, only one nescafe bag, no curtain in the bathroom."
700,Facility,"Better remove the photo of the pool, since it's a hole..."
701,Staff,"Very friendly and helpful staff,"
701,Location,walking distance to the beach with several restaurants.
702,Staff,Nice staff
702,Food,good cook
702,Room,room a bit small.
703,Facility,"Hotel completely redone,"
703,Room,the rooms are clean and comfortable.
703,Staff,"Like the 2 managers of the hotel and the chef, the staff is extremely kind and helpful."
703,Food,"Full breakfast and served without time limit, to good understanding :)"
704,Location,The hotel is close to Larnaca Airport and the beach.
708,Location,Excellent location on the way to/from Larnaca airport.
708,Staff,Warm and cordial hospitality
709,Facility,"Very well-kept small hotel,"
709,Staff,with extraordinarily courteous hosts!
710,Food,but we had dinner in the restaurant and it was very good.
711,Check-out,possibility for late check out
711,Staff,very nice staff
711,Facility,"Swimming pool , small and dirty"
712,Room,Comfortable room
713,Location,close to the airport
714,Facility,a comfortable place.
714,Staff,Quiet friendly staff.
714,Room,Quiet and spacious.
716,Staff,Very pleasant staff.
716,Room,New and clean rooms.
716,Room,Lack of adapters for sockets in the rooms.
718,Facility,"Great place,"
718,Staff,very nice staff.
718,Location,Close to Mackenzie beach and salt lake. 10 minutes to the airport by bus or taxi.
718,Room,No trash can in the room
720,Facility,"Clean, modern hotel,"
720,Room,comfortable rooms.
722,Staff,"Super polite and helpful staff,"
722,Room,"clean comfortable room with good new furniture,"
722,Food,delicious breakfast on the veranda.
722,Location,"Walking distance to Makenzie beach. In the absence of a car, it is very easy to get here by bus from the airport. If you are worried about the proximity of the airport, then during the entire stay we did not notice the noise and did not experience any discomfort because of this."
722,Room,Shower water often overflowed into the bathroom. Drain is not working well.
723,Room,There were no TV channels
724,Room,Clean
725,Room,Extremely thick bedding for the weather
725,Staff,Constructive attitude of the staff.
726,Location,Mackenzie is 5 minutes walk. The hotel is very conveniently located.
726,Staff,Friendly staff.
726,Room,The room is clean. Bed is comfortable
726,Location,Can be noisy from discos on Mackenzie
727,Location,"Great option for if you arrive at Larnaca airport, close,"
727,Room,very clean.
727,Facility,It is possible with animals.
727,Staff,"Everyone at the hotel was very friendly, tried to help and explain."
727,Location,To restaurants and the beach go through an intensive road.
729,Facility,This hotel is very very clean very well equipped
729,Food,excellent breakfast.
729,Staff,The managers are extremely nice and helpful.
730,Location,Location: close to airport and beach.
730,Facility,"Newly refurbished hotel,"
730,Room,rooms with balconies and clean.
730,Location,"Proximity to the airport has its own nuances: the noise of planes taking off and the smell of jet fuel are very audible. Near the beach at night there is a disco, which also makes it very difficult to sleep."
732,Staff,Very welcoming and friendly staff.
732,Room,"Everything is clean, white, freshly renovated."
732,Location,"Near Mackenzie beach, airport, salt lake."
735,Location,"LOCATION CLOSE TO EVERYTHING. ALYKI BEACH CLUB, RESTAURANTS, CAFÉS."
735,Food,BREAKFAST WONDERFUL.
735,Staff,WE HAVE ALREADY TALKED TO THE STAFF THEY ARE PREPARING A LOT. POOL. Play room. Roof garden.
736,Staff,The staff is very friendly
739,Facility,"Nice accommodation, extremely clean"
739,Location,and with a very good location near the beach and the center.
739,Room,"With their vanilla styles, the rooms offer a very pleasant atmosphere in which to relax and unwind. Also, one thing that sets this hotel apart is their generosity so that they offer a bottle of water, tea bags and coffee for free, not to mention the affordable prices of the mini-bar."
739,Staff,"Also note that the staff communicates well in French,"
742,Room,comfortable bed
742,Room,not clean
743,Room,Clean and nice room
743,Location,Not as close to the airport as advertised.
744,Location,The sounds of the airport
745,Room,clean and functional
746,Room,The room was satisfactory
746,Staff,the lady at the reception who spoke Cypriot was kind and willing for any help.
746,Staff,"I did not like the behavior of the gentleman in the reservations. I was assured of breakfast in the price of the room. Upon arrival he refused to provide breakfast in an unacceptable manner, and without even speaking the Cypriot language."
747,Room,A clean room that really serves the purpose for which we came
747,Room,The frozen water in the bath
748,Location,"close to the airport but no aircraft noise. bus station nearby
  salt lake nearby"
748,Room,clean
748,Room,Minibar was empty and not working
750,Location,Location close to the field.
750,Staff,No staff at night..
752,Room,comfortable room for one night before departure
752,Room,It was extremely noisy
753,Room,"Cleanliness
  Spacious"
754,Location,Very good if you have an early morning flight.
754,Location,"You should only sleep with air conditioning in the summer, because there is a lot of noise from the nearby beach until early morning."
755,Room,Very clean
756,Location,"central location between the beach, the party mile, the airport and the old town"
756,Food,it would be nice if there was a breakfast buffet
757,Room,"Cleaning,"
757,Food,"After 20 minutes of waiting bad and half raw croissant
  Watery cappuccino"
758,Room,Big room
758,Staff,Receptionist didn't understand English very well and the staff could not give me any information about the bus to the airport
759,Room,The lack of adapters for sockets
763,Staff,The warm welcome in French.
763,Room,"the comfort of the beds, the cleanliness."
763,Room,The noise emanating from the terrace when located on the 1st floor.
764,Food,Breakfast ok.
764,Room,"Clean room, comfortable bed."
764,Staff,"With the exception of one gentleman at the reception, no other employee was wearing a mask."
764,Room,"The small room, with almost non-existent storage spaces, an extremely small balcony.
  Thin walls, all night I heard how other travelers checked in. The adapter found in the room burned/melted 2 phone chargers."
764,Location,"At 3 o'clock in the morning, the garbage was picked up from the street, in an infernal mess....
  At 7 o'clock in the morning I tried to open the door to the balcony and I was very close to throwing up instantly. It seems that there are some farms nearby... it smelled like concentrated manure...."
765,Room,Very comfortable bed. Very good shower. The furniture and bathroom are all new and impeccable. Very good WiFi connection.
765,Staff,Excellent attention
765,Location,Bars and restaurants nearby.
765,Room,"In the photo of the room on Booking, you can't see a column that takes up space and is uncomfortable. The balcony on the first floor is very low, not very intimate, close to the street. The safe does not make sense since it is not walled, They could put shampoo in the bathroom, not just soap. they could put 2 coffee sachets and 2 tea sachets, not just 1."
765,Location,"and the hotel lobby, you can even smell the smoke from the cigarettes that smoke there."
766,Room,Cleanliness
766,Room,The room given was not the one booked. small corner
767,Room,Clean and spacious room
767,Location,"Far from the beach., The windows overlooked the courtyard, where it was quite noisy."
767,Price,The hotel is average (3 stars) 400 euros for 3 nights a bit expensive.
767,Room,"The windows overlooked the courtyard, where it was quite noisy."
768,Room,"- terrace in the room,
  - well-furnished room and bathroom,"
768,Food,monotonous breakfasts (everyday the same set:
768,Facility,"the relaxation zone (swimming pool, deckchairs, billiards) definitely did not encourage you to use it."
769,Room,"Pros: cleanliness, (cleaning and change of towels daily)"
769,Location,"2. the beach is within walking distance.
  3. a couple of taverns in the area
  4. near the airport"
769,Room,"1. Bed linen was never changed ; 3. the refrigerator is full of minibar for money, I had to pull everything out so that my products would fit;"
