ID,Selected Content,Answer
509,very nice and helpful staff.,Staff
510,Proximity to the airport,Location
510,cheap,Price
510,clean,Room
510,"Cramped, the third bed for a child is more suitable for a baby, minimalist room accessories",Room
512,very clean.,Room
512,the staff is available and always helps,Staff
513,The place is close to the airport and easy to get to.,Location
513,We arrived late and the directions were clear and easy.,Check-in
513,The place is clean and everything was exactly as expected,Facility
513,A short distance from the promenade where you can find nice restaurants on the beach,Location
513,The room for 5 was very tight. Suitable for one night no more,Room
515,I really liked the location. Close to the lake and the beach.,Location
515,Very nice staff.,Staff
515,Thank you very much for being able to move in earlier.,Check-in
515,Very clean new hotel,Facility
516,friendliness of staff,Staff
517,"The manager very friendly,",Staff
517,the hotel of very good quality,Facility
518,quiet place,Location
519,"Very good breakfast,",Food
519,great location near MacKenzie beach.,Location
519,Staff very polite and helpful almost family atmosphere.,Staff
521,"Very clean, well organized, nothing missing, pleasant balcony, comfortable mattress.",Room
521,The air conditioner does not cool enough,Room
521,nice hosts,Staff
522,friendly staff,Staff
523,"Amazing team!!!
  Helps with any question and problem... smiling and patient.
  Changed us to a family room that we requested..
  They gave us great recommendations for places in the city. Order taxis for us...help with car rental.
  They even celebrated our daughter's birthday with a surprise..
  In short, an experience",Staff
527,It is a great accommodation,Facility
527,with excellent value for money.,Price
527,In addition to being very well located near Larnaca airport and mckenzie beach.,Location
527,The staff extremely friendly.,Staff
528,"New hotel, everything is clean and fresh.",Facility
528,"We were interested in a hotel near the airport, it met our expectations!)",Location
529,"Cleanliness/Towels: 10/10
  Design/Furniture: 10/10",Room
529,Staff: 10/10,Staff
529,"Soundproofing: 07/10 (separated rooms with plasterboards)
  Balcony furniture set: 08/10 (could refurbish these too)
  Set of shampoo etc. for the bathroom: 08/10 (Could offer 1 to 1 for the pampering)",Room
530,Very nice and clean hotel.,Facility
530,In an easy and quiet place. Not far from the beach.,Location
530,The staff was very nice and polite,Staff
531,Location close to the airport and the promenade by the sea.,Location
531,"Clean, tidy, comfortable and beautiful room.",Room
531,Courteous and welcoming service.,Staff
532,"The proximity to the airport,",Location
532,"free parking,",Facility
532,large rooms! very clean,Room
533,however the restaurant in the evening was perfect. The cook particularly affable fast and delicious irreproachable service.,Food
534,Very good homemade breakfast.,Food
535,"Small, modern hotel",Facility
535,with very friendly and helpful hosts.,Staff
535,30 minute walk from Larnaca center and 10 minute walk from beautiful Mackenzie Beach!,Location
536,An intimate hotel,Facility
536,with service at the highest level.,Staff
536,The cuisine is simple but tasty.,Food
536,"Location on +., close to the beach, gastronomy and the airport",Location
537,Terrace was very cozy,Facility
538,We arrived in the middle of the night and were able to get into the room via self-check-in without any problems.,Check-in
538,"Good location close to the airport - easily accessible by taxi, there is also a bus route nearby.",Location
538,Rooms may be a bit small for a longer stay,Room
540,"Location is very close to the beach, Very close to the airport, like 8 minutes by car.",Location
540,very kind staff on the last day kept our suitcases in custody for the whole day.,Staff
540,Really soft bed and pillows. but large bathroom and shower.,Room
540,Room a little smaller than average,Room
541,Strategic location: the property is close to both the airport and Mackenzie Beach. In fifteen minutes of walking along the sea you can also reach Finikoudes.,Location
541,"Courteous and helpful staff,",Staff
541,"maximum cleanliness, excellent upholstery and modern furnishings.",Room
543,recently refurbished rooms.,Room
543,Little parking nearby arriving in the evening,Facility
544,All. The sense of hospitality of the owner.,Staff
545,We had dinner and it was perfect,Food
546,"convenient location, with a late arrival and planning further travel by car. Walking distance to Mackenzie Beach and Salt Lake.",Location
546,Purely. no problem with check-in after 12 at night.,Check-in
546,Parking next to the hotel.,Facility
547,"large comfortable bed, clean linen, cozy.",Room
547,close to the airport (7-10 minutes by taxi),Location
548,Arabic food,Food
548,Have to pay for breakfast,Food
549,Super nice staff.,Staff
549,Great location,Location
549,and pet friendly! We were able to bring our small dog and the hotel was still very clean!!,Facility
550,The rooms are big and very clean! There is also a balcony.,Room
550,Tony the hotel owner is a great man! Helped us with everything we needed,Staff
551,"A very welcoming staff, smiling and always available to satisfy you. At the reception as in the restaurant there is always someone to take care of you in one of the four languages ​​(Greek, English, French or Arabic).",Staff
551,The proximity to the famous Mackenzie Beach is an asset for this charming hotel. The beach is around 5 minutes walk...,Location
551,The hotel seems to have been freshened up recently.,Facility
552,We arrived at the hotel for one night in order to be close to Larnaca airport for an early morning flight.,Location
552,"The rooms are pleasant, clean, the beds are comfortable, everything is new and clean!!",Room
553,"clean rooms, comfortable bed",Room
553,"very nice staff,",Staff
554,"The situation, extremely close to the airport for a very early departure or a late arrival, and extremely close to the beach and its entertainment (restaurants, bars...). Very quiet though.",Location
554,"Very clean, very comfortable, brand new!",Room
554,Very friendly and pleasant welcome.,Staff
555,We were received with a beautiful and kind hospitality by the hotel staff.,Staff
555,"Clean room, pleasant and comfortable bedding. There is a kettle and a fridge in the room.",Room
555,Close to Larnaca airport. Less than 10 minutes,Location
555,Bed 5 could be opened and was less comfortable. Toilet and shower are together and less convenient.,Room
557,"Cleanliness first,",Room
557,the kindness of the staff.,Staff
557,"The breakfast offered by an independent service does not correspond quantitatively and qualitatively to the known levels of Cypriot hospitality and gastronomy,
  and the price of €12 for breakfast is much more expensive than the reasonable value (in terms of quality and quantity) of the offered product!",Food
558,"explanation for arrival,",Staff
558,cleanliness,Room
560,Excellent location near the airport. Good for an overnight stay after a late or early morning flight.,Location
560,There was no hot water the two nights.,Room
560,"when we complained, they said they took care of it and it wasn't taken care of.",Staff
561,cleanliness,Room
561,kindness of the staff,Staff
562,"The room is really clean,",Room
562,close to Larnaca airport and it was really convenient to stop there because our flight landed in the middle of the night,Location
562,The water in the bath is cold!!!!!!,Room
564,"The room was spotless and the sheets were musky! While we had booked a double room, they gave us a 4-bed room with two rooms, which made us very happy.",Room
564,While we arrived after midnight there was a person at the reception to check in.,Check-in
564,The staff is very kind and helpful!,Staff
565,"Location near the airport, near Mackenzie beach - super convenient. five minutes to the beach.",Location
565,"Delicious breakfasts,",Food
565,"Homer comfortable, clean, cleaned every day.",Room
565,"attentive staff, The owners of the hotel helped with all questions.",Staff
566,Location close to the airport,Location
566,"Kindness of staff
  Staff speaks French",Staff
567,"excellent service, they helped us with everything we needed.",Staff
568,The taxi driver who picked us up for the short drive to the airport ripped us off. Be sure to negotiate the price beforehand. It's your own fault!,Taxi-issue
569,"Excellent location, 7 minutes walk from the boardwalk and the airport",Location
569,The hotel staff is simply charming and kind! They upgraded our room for free. The hotel put us in touch with a taxi driver who took us to visit the mall and charged us decent prices.,Staff
569,"The hotel was recently renovated,",Facility
569,"rooms are in new and clean condition
  In addition, there is smart technology, there are electronic buttons to request cleaning for the room, a bell and remote control of the air conditioner if there is a problem.",Room
570,"Staff very welcoming, kind and very friendly.",Staff
570,Everything is clean and perfect.,Room
571,"Clean comfortable hotel,",Facility
571,delicious breakfast.,Food
571,To the beach on foot 5 minutes.,Location
573,"the calm and comfort of the bedding, the balcony, the spacious room",Room
573,the blue light on the balcony at night which interferes with sleeping open window,Room
575,personal attention,Staff
576,"The restaurant service is very good, varied and with good prices,",Food
576,the workers are very pleasant and attentive.,Staff
576,The air conditioning had poor regulation... or cold (and directly to the body) or heat.,Room
579,Hotel near airport about 10 minutes drive away,Location
581,"Welcoming by the staff,",Staff
581,super clean,Room
581,Difficulty finding parking,Facility
583,Room comfort.,Room
584,Very pleasant welcome,Staff
585,Very friendly and courteous staff.,Staff
585,Clean and chic furnishings.,Room
586,"Great hotel, everything is new and clean.",Facility
586,Friendly and welcoming staff.,Staff
586,"The hotel is close to the airport, convenient for a short stay. Near the sea, promenade and several excellent restaurants.",Location
587,the employees are nice,Staff
587,#VALUE!,Room
587,- close to the airport and the beach,Location
588,Excellent location close to everything.,Location
591,Very varied breakfasts to choose from in the hotel restaurant.,Food
593,"The dishes cooked to order are delicious, I recommend eating at Jasmine Garden.",Food
597,"Excellent location, a few steps from the sea and from via dei premises, in 20 minutes on foot you can also reach the ""historic"" center.",Location
597,"Excellent breakfast and meals in the restaurant, all freshly made.",Food
597,"Modern and renovated rooms, very comfortable beds",Room
597,Slightly small bathroom but still ok,Room
598,Very nice staff,Staff
602,"Excellent welcome,",Staff
602,"clean, quiet.",Room
602,Hotel very well located for the airport.,Location
603,Very clean accommodation. Very pleasant terrace in the evening.,Facility
603,Friendly staff,Staff
603,The quality of the television image quite poor.,Room
605,"Comfortable, clean, modern, pleasant.",Room
605,"The hosts are very nice, they help in everything.",Staff
608,clean and comfortable,Room
608,the view from my room..,Room
609,The room was modern with a large and very comfortable bed. The shower really good. There was also great quiet and it was very easy to set up the room so you wouldn't be disturbed. Everything very clean.,Room
609,"The size of the room was just enough to spend one night, not much more. If I were to go with my partner we would have been disappointed due to the lack of space.",Room
609,The price is perhaps a little high for the comfort that a room gives you that is small as soon as you enter.,Price
611,"The kindness and availability of the staff,",Staff
611,the restaurant offering a good quality of dishes.,Food
611,The comfortable and very clean room. The calm,Room
611,Proximity to the city center and the beach.,Location
611,Very good value for money,Price
612,"the establishment is really close to the airport, i.e. 6 minutes by car.",Location
612,"the managers of the hotel are extraordinarily kind and caring, they speak French and helped us find a rental car at a good price, they accompanied and advised us during our stay.",Staff
612,the room is nice and well furnished,Room
612,the small downside concerns the light from the outside at certain times,Location
613,Very good breakfast!,Food
613,Comfortable bed. Purely.,Room
613,Friendly staff.,Staff
613,"Not all rooms have a balcony. I did not have it. Staying for one day is fine, but if you live for a while, then how to dry your towel and swimsuit ...",Room
616,"Mackenzie Beach is super easy to reach, but not too close to be disturbed by the parties there at night.",Location
616,Very friendly and helpful hotel staff.,Staff
617,Good central location.,Location
617,Very nice staff.,Staff
617,Neat small hotel.,Facility
619,Excellent welcome by the owner who speaks fluent French.,Staff
619,Quiet hotel,Facility
619,and extremely well located for the airport and Larnaca salt lake. For a night of transit before our return to France it was perfect.,Location
619,Unbeatable value for money I think.,Price
619,Perfect and good dinner and lovely waiter.,Food
621,"The owner of the place is an amazing guy, nice and answers everything!",Staff
621,"There are breakfasts, not a big variety but tasty",Food
621,"There are breakfasts, not a big variety but tasty",Food
622,super friendly staff,Staff
622,"a clean, modern room",Room
622,we didn't have a balcony.,Room
623,Good location near the airport and the beach.,Location
623,Noisy air conditioning,Room
623,night traffic in the area.,Location
624,Nice modern room.,Room
624,"Boss and family take care of that
  Well-being of your guests!",Staff
625,Location very good for airport and beach.,Location
626,The most important thing about the hotel is the incredible staff. Very soulful atmosphere.,Staff
626,"Definitely recommend trying the food in the restaurant. We took pasta, pizza, salads and burgers and everything was piping hot and very tasty and homemade.",Food
626,"The rooms are clean, air-conditioned, balcony, mini-bar.",Room
627,"I loved the staff, they always greeted us with a smile, they were really nice, they always responded to the help we needed, they called us a taxi, they didn't charge me again because I lost my room ticket,",Staff
627,"a stunning hotel, an aesthetic and clean place with innovative and interesting service that you can really request at the push of a button that you won't be able to hear the bell,",Facility
627,A bit far from the city center,Location
627,but taxis cost us the same price from anywhere in the city,Location
628,The hotel is located close to the airport (there is a bus with good frequency from the street next to the airport) and close to the city center. The hotel is located in a dead-end and quiet street,Location
628,- we had plenty of parking.,Facility
628,The rooms were very clean.,Room
628,The staff at the hotel (Tony) was nice and gave a pleasant feeling - immediately after the booking we received a WhatsApp from him to confirm the time of arrival and to inform that they were waiting for us.,Staff
629,"We stayed literally for a few hours, the welcome was pleasant and they helped us order a taxi to the airport!",Staff
630,Very friendly and helpful Staff.,Staff
630,Wifi was weak at times.,Room
631,"It was very new, clean and quite modern.",Room
631,Excellent price/quality ratio,Price
632,as the end of our Cyprus trip to be as close to the airport as possible for the last night! It was perfect for that. The bus connection to the city center was just around the corner and we were able to get back to the hotel later in the evening without any problems using public transport. The location was also perfect for the trip to the airport the next morning (7:00 am). Mackenzie Beach is super close and so are lots of cool bars and restaurants.,Location
632,"The room was very nicely furnished and, above all, super clean.",Room
634,kindness,Staff
635,"Great location. 10 minutes by bus from and to the airport. 10 minutes walk to the beach and cafes by the beach. It takes 40 minutes to walk along the promenade to the city, but it's nice.",Location
635,"The hotel is good,",Facility
635,the staff is friendly.,Staff
636,"A renovated, brilliant family hotel with a very friendly staff.",Facility
636,a very friendly staff.,Staff
636,Suited us for a one night stay before a flight.,Location
636,We had dinner at the hotel restaurant and it was excellent! The chef gave a personal touch to understand exactly what we want.,Food
637,Perfect location to the airport.,Location
637,Very friendly reception.,Staff
637,Very clean.,Room
638,"room comfort,",Room
638,service and courtesy of the staff.,Staff
640,It was very clean.,Room
640,The host was very nice. He gave us instructions on how to get to the hotel and then even picked us up at the bus stop because we were very late,Staff
640,the humid air in the room. The air conditioning probably didn't work properly,Room
641,"Very friendly staff,",Staff
641,very clean everywhere. Nice room with a nice balcony.,Room
641,Quiet and peaceful area.,Location
642,"Delicious homemade breakfast,",Food
642,they speak French. Are very caring and welcome you 24 hours a day,Staff
642,and very close to the airport!,Location
643,"Welcoming environment,",Facility
643,"courtesy,",Staff
643,"cleanliness, modern room.",Room
643,"I would like more variety at breakfast.
  The price to food ratio was disproportionate.",Food
644,"Very clean, comfortable bed, tea and coffee in the room.",Room
644,perfect location (near the airport),Location
644,"very friendly welcome,",Staff
644,There was no hair dryer,Room
646,"The hotel is clean, comfortable. I rented a car, there is a place to park.",Facility
646,"and a good location. Very close to Salt Lake and Mackenzie Beach. Very close to bus stop. Very close to the airport, From the hotel you can just walk along the entire promenade of Larnaca, you won’t miss anything. A calm step along the sea to the Church of St. Lazarus 30-40 minutes.",Location
646,"The room was wonderful. White bed. The shower is wonderful, the air conditioner works,",Room
646,Breakfast can be bought directly at the hotel for only 8 euros.,Food
646,"The owner of the hotel was very friendly, allowed to leave things, even after we checked out,",Staff
647,"cleanliness, comfort",Room
648,Nice staff.,Staff
648,Maybe the reception needs improvement. It is very old furniture,Facility
649,New hotel.,Facility
649,Clean comfortable room.,Room
649,Friendly staff.,Staff
649,"The hotel is located near the airport. but we traveled in the off season - there was no noise from the street, and the sound from landing / taking off planes did not particularly bother us.",Location
649,"The room was small, could have been a bit more spacious.",Room
650,Cozy hotel,Facility
650,"in a quiet location. Walking distance to the beach,",Location
650,"The room is very clean, comfortable mattresses, excellent clean bedding.",Room
650,"There is only soap in the shower, no shower gel.",Room
650,Very polite and pleasant staff.,Staff
650,We took breakfast once. I liked it.,Food
651,Pleasant staff,Staff
652,"Cleanliness 10/10! everything is white, bright, cozy!",Room
652,the accommodation is perfect,Facility
652,- close to the airport.,Location
653,"Very nice staff,",Staff
653,"comfortable beds, great shower.",Room
653,"the option is excellent,",Facility
653,"close to the airport, near the lake with flamingos (in winter)",Location
654,"Starting from the street terrace, the hall and up to the room itself - clean, comfortable, with a soft bed. and just drink their wonderful cappuccino on soft sofas, and then sleep the rest of the night on soft beds.",Facility
654,"Starting from the street terrace, the hall and up to the room itself - clean, comfortable, with a soft bed.",Room
654,"Always friendly staff (it looks like a family business, but I will not say). Every day cleaning.",Staff
654,"At any time, you can go down to the veranda at the tables and just drink their wonderful cappuccino on soft sofas,",Food
654,because there is a good Mackenzie beach.,Location
654,"Of the minuses: sometimes a car came to pick up garbage cans at night. More precisely, the car poured them into its depths, not worrying about the noise and sleeping expensive tourists.",Location
654,Also mirrors in the room. There are plenty of them and they all distorted the image. rather made you fatter)),Room
655,Very warm and caring welcome.,Staff
655,"The room was very well equipped, clean, comfortable.",Room
655,"The hotel is not far from the airport,",Location
655,but a bit far from city center.,Location
657,"Friendly staff,",Staff
657,"cleanliness, nice rooms",Room
658,"Nice homely atmosphere,",Facility
658,"delicious food,",Food
658,the owner takes care of the guests to make them feel at home.,Staff
659,"It was the cleanest room I've ever been, cleanliness is top notch, cleaned every day, down to the taps, towels and white bedding,",Room
659,"any problems are solved instantly. The staff is excellent, everyone is definitely polite and smiling",Staff
659,"very noisy, the area is ringing, the sounds accumulate with terrible force. At night, I constantly woke up either from the sounds of airplanes, or from passing cars or a slamming trunk, earplugs did not save (",Location
660,Very available and caring for his customers.,Staff
660,The rooms are very well equipped,Room
660,and the breakfast very good and plentiful.,Food
660,"We arrived at 2:30 am at the airport, a shuttle taxi to the hotel was waiting for us.",Taxi-issue
660,"The hotel allowed us, at no extra cost, a late arrival and a late departure (at 1:30 p.m.).",Check-in
660,"The hotel allowed us, at no extra cost, a late arrival and a late departure (at 1:30 p.m.).",Check-out
661,"Proximity to the airport,",Location
661,"small but modern rooms,",Room
661,"small but modern rooms, good bed, very good bathroom.",Room
661,Those who sleep lightly will be disturbed by the aircraft noise.,Location
662,"Nice accommodation, parking in the hotel area, Beautiful accommodation,",Facility
662,"a beautiful beach within walking distance,",Location
662,"very helpful staff, due to the delay of the plane they waited for us until 2 in the morning.",Staff
662,"Beautiful accommodation, unfortunately at night it was fertilized in Larnaca and the whole city stank.",Location
663,"1. Location
  Hotel near the airport. In total, close to the beach, although to get to the beach relatively quickly",Location
663,fast transfer organized by the hotel.,Staff
663,"The center is quite far, about 2.5 km, a walk along the beach promenade.",Location
663,"2. Peace
  Great, modern design, comfortable bed, clean, large with a balcony. Large bathroom with shower. Equipped with a kettle plus a welcome pack (tea, coffee, water)",Room
663,"3. Breakfast
  Served on site, on the ground floor in the dining room with access to the front terrace, delicious, homemade Greek taste.",Food
666,"Great location, Quiet location,",Location
666,very friendly and helpful staff/owners.,Staff
666,bed a bit uncomfortable.,Room
666,"Unfortunately, the organized taxi came too late/ a bit chaotic.",Taxi-issue
667,"Very clean new room, perfect bed and towels,",Room
667,"close location to the bus stop, 10 minutes to the center and 5 minutes to the airport. An ideal place if you need to spend the night before departure from Larnaca.",Location
667,"Friendly staff, all wishes and problematic situations are solved immediately.",Staff
669,"Very nice room. There was a kettle and a microwave, a spacious bath, a view of the beautiful houses.",Room
669,Delicious breakfast for a fee,Food
669,"On request, there is a transfer from the airport and to the airport",Facility
670,"The ""street side"" rooms are noisier than those facing the back.",Room
670,The exceptional welcome in French,Staff
670,"Proximity to the airport, A nearby bus stop provides access to the city center and the airport",Location
670,The cleanliness and design of the room,Room
671,Pleasantly surprised as the hotel appears to have been renovated.,Facility
671,Unfortunately the pool was closed.,Facility
672,Breakfast was good,Food
673,"Very friendly staff,",Staff
673,good walking distance to Mackenzie Beach.,Location
673,We can highly recommend the breakfast offered.,Food
673,Free parking in front of the hotel along the street.,Facility
674,Very competent staff,Staff
675,"Very well-kept hotel,",Facility
675,"friendly service,",Staff
675,"very comfortable mattresses, fridge, kettle, very modern new equipment.",Room
676,"Staff SUPER!!! Responsive, kind people, you feel at home)",Staff
676,"The room has a refrigerator, kettle, mugs (small), safe (did not use), TV (2 channels in the local language, netflix and browser).",Room
676,"Near the salt lake, about 10 minutes walk, 5-6 minutes to the sea. Quiet place. Near the airport about 4 km, by bus or car for 5-6 minutes, you can walk and walk for 50 minutes)))",Location
676,"The shower has no door or curtain. Wi-fi is enough for a phone, not enough for a laptop.",Room
676,There are few shops nearby.,Location
678,Good hotel,Facility
678,next to Mackenzie beach and especially the airport. It is 5 minutes by car,Location
679,"Superb room, bathroom and balcony, very comfortable,",Room
679,the staff was top notch!,Staff
679,Lots of noise from the hallway,Room
680,"but the hotel is located 500 meters from the beach and an area with restaurants, bars... the town center is a little further 30' on foot. 5' from the airport.",Location
680,"Very nice hosts,",Staff
680,very clean establishment.,Facility
683,Clean and modern hotel,Facility
683,with very friendly staff.,Staff
684,the sympathy of the restaurant manager,Staff
684,The noise of the discotheque…,Location
685,"Excellent location,",Location
685,"perfect cleanliness,",Room
685,"excellent breakfasts for only 8€,",Food
685,super service,Staff
686,Very friendly reception.,Staff
686,Nice quiet room.,Room
687,Excellent service staff. The owner and staff are always ready to help. Helped immediately with adapters.,Staff
687,"From the hotel to the beach is relatively close. 5-7 minutes at a calm pace. There is a bus stop nearby, which is also very important.",Location
687,"Of the shortcomings, I would note the monotonous breakfast. Every day is the same.",Food
688,"Very nice owner,",Staff
688,"great hotel,",Facility
688,close to the beach!!,Location
690,Very convenient location. Not far from the airport and from the sea.,Location
690,Very thin walls. Everything is heard.,Room
690,Everything is heard. At 3 o'clock in the morning we woke up from the fact that the garbage truck loaded the tanks.,Location
691,very clean,Room
691,Plenty of parking.,Facility
691,Nice and kind staff.,Staff
692,"Very helpful staff. If you do not have adapters for sockets, ask at the reception..",Staff
695,"New hotel,",Facility
695,with super clean rooms and comfortable beds.,Room
695,Family business and the owners are very friendly!,Staff
696,The airport is 6 minutes by car. Near a good beach.,Location
696,Liked the food at the cafe in the lobby.,Food
697,Responsive staff.,Staff
697,"Very clean, fresh, comfortable. you can see it's new. Cleaning every day",Room
698,The hotel is 10 minutes from the airport which is very convenient for not missing your flight. but the hotel is well located for the restaurants in the area.,Location
698,The welcome was very warm and efficient.,Staff
698,The electric kettle didn't seem to work.,Room
699,The hotel staff was fantastic.,Staff
700,"Great bed, excellent cleaning",Room
700,great for the airport (it's attached),Location
700,"Small room, only one nescafe bag, no curtain in the bathroom.",Room
700,"Better remove the photo of the pool, since it's a hole...",Facility
701,"Very friendly and helpful staff,",Staff
701,walking distance to the beach with several restaurants.,Location
702,Nice staff,Staff
702,good cook,Food
702,room a bit small.,Room
703,"Hotel completely redone,",Facility
703,the rooms are clean and comfortable.,Room
703,"Like the 2 managers of the hotel and the chef, the staff is extremely kind and helpful.",Staff
703,"Full breakfast and served without time limit, to good understanding :)",Food
704,The hotel is close to Larnaca Airport and the beach.,Location
708,Excellent location on the way to/from Larnaca airport.,Location
708,Warm and cordial hospitality,Staff
709,"Very well-kept small hotel,",Facility
709,with extraordinarily courteous hosts!,Staff
710,but we had dinner in the restaurant and it was very good.,Food
711,possibility for late check out,Check-out
711,very nice staff,Staff
711,"Swimming pool , small and dirty",Facility
712,Comfortable room,Room
713,close to the airport,Location
714,a comfortable place.,Facility
714,Quiet friendly staff.,Staff
714,Quiet and spacious.,Room
716,Very pleasant staff.,Staff
716,New and clean rooms.,Room
716,Lack of adapters for sockets in the rooms.,Room
718,"Great place,",Facility
718,very nice staff.,Staff
718,Close to Mackenzie beach and salt lake. 10 minutes to the airport by bus or taxi.,Location
718,No trash can in the room,Room
720,"Clean, modern hotel,",Facility
720,comfortable rooms.,Room
722,"Super polite and helpful staff,",Staff
722,"clean comfortable room with good new furniture,",Room
722,delicious breakfast on the veranda.,Food
722,"Walking distance to Makenzie beach. In the absence of a car, it is very easy to get here by bus from the airport. If you are worried about the proximity of the airport, then during the entire stay we did not notice the noise and did not experience any discomfort because of this.",Location
722,Shower water often overflowed into the bathroom. Drain is not working well.,Room
723,There were no TV channels,Room
724,Clean,Room
725,Extremely thick bedding for the weather,Room
725,Constructive attitude of the staff.,Staff
726,Mackenzie is 5 minutes walk. The hotel is very conveniently located.,Location
726,Friendly staff.,Staff
726,The room is clean. Bed is comfortable,Room
726,Can be noisy from discos on Mackenzie,Location
727,"Great option for if you arrive at Larnaca airport, close,",Location
727,very clean.,Room
727,It is possible with animals.,Facility
727,"Everyone at the hotel was very friendly, tried to help and explain.",Staff
727,To restaurants and the beach go through an intensive road.,Location
729,This hotel is very very clean very well equipped,Facility
729,excellent breakfast.,Food
729,The managers are extremely nice and helpful.,Staff
730,Location: close to airport and beach.,Location
730,"Newly refurbished hotel,",Facility
730,rooms with balconies and clean.,Room
730,"Proximity to the airport has its own nuances: the noise of planes taking off and the smell of jet fuel are very audible. Near the beach at night there is a disco, which also makes it very difficult to sleep.",Location
732,Very welcoming and friendly staff.,Staff
732,"Everything is clean, white, freshly renovated.",Room
732,"Near Mackenzie beach, airport, salt lake.",Location
735,"LOCATION CLOSE TO EVERYTHING. ALYKI BEACH CLUB, RESTAURANTS, CAFÉS.",Location
735,BREAKFAST WONDERFUL.,Food
735,WE HAVE ALREADY TALKED TO THE STAFF THEY ARE PREPARING A LOT. POOL. Play room. Roof garden.,Staff
736,The staff is very friendly,Staff
739,"Nice accommodation, extremely clean",Facility
739,and with a very good location near the beach and the center.,Location
739,"With their vanilla styles, the rooms offer a very pleasant atmosphere in which to relax and unwind. Also, one thing that sets this hotel apart is their generosity so that they offer a bottle of water, tea bags and coffee for free, not to mention the affordable prices of the mini-bar.",Room
739,"Also note that the staff communicates well in French,",Staff
742,comfortable bed,Room
742,not clean,Room
743,Clean and nice room,Room
743,Not as close to the airport as advertised.,Location
744,The sounds of the airport,Location
745,clean and functional,Room
746,The room was satisfactory,Room
746,the lady at the reception who spoke Cypriot was kind and willing for any help.,Staff
746,"I did not like the behavior of the gentleman in the reservations. I was assured of breakfast in the price of the room. Upon arrival he refused to provide breakfast in an unacceptable manner, and without even speaking the Cypriot language.",Staff
747,A clean room that really serves the purpose for which we came,Room
747,The frozen water in the bath,Room
748,"close to the airport but no aircraft noise. bus station nearby
  salt lake nearby",Location
748,clean,Room
748,Minibar was empty and not working,Room
750,Location close to the field.,Location
750,No staff at night..,Staff
752,comfortable room for one night before departure,Room
752,It was extremely noisy,Room
753,"Cleanliness
  Spacious",Room
754,Very good if you have an early morning flight.,Location
754,"You should only sleep with air conditioning in the summer, because there is a lot of noise from the nearby beach until early morning.",Location
755,Very clean,Room
756,"central location between the beach, the party mile, the airport and the old town",Location
756,it would be nice if there was a breakfast buffet,Food
757,"Cleaning,",Room
757,"After 20 minutes of waiting bad and half raw croissant
  Watery cappuccino",Food
758,Big room,Room
758,Receptionist didn't understand English very well and the staff could not give me any information about the bus to the airport,Staff
759,The lack of adapters for sockets,Room
763,The warm welcome in French.,Staff
763,"the comfort of the beds, the cleanliness.",Room
763,The noise emanating from the terrace when located on the 1st floor.,Room
764,Breakfast ok.,Food
764,"Clean room, comfortable bed.",Room
764,"With the exception of one gentleman at the reception, no other employee was wearing a mask.",Staff
764,"The small room, with almost non-existent storage spaces, an extremely small balcony.
  Thin walls, all night I heard how other travelers checked in. The adapter found in the room burned/melted 2 phone chargers.",Room
764,"At 3 o'clock in the morning, the garbage was picked up from the street, in an infernal mess....
  At 7 o'clock in the morning I tried to open the door to the balcony and I was very close to throwing up instantly. It seems that there are some farms nearby... it smelled like concentrated manure....",Location
765,Very comfortable bed. Very good shower. The furniture and bathroom are all new and impeccable. Very good WiFi connection.,Room
765,Excellent attention,Staff
765,Bars and restaurants nearby.,Location
765,"In the photo of the room on Booking, you can't see a column that takes up space and is uncomfortable. The balcony on the first floor is very low, not very intimate, close to the street. The safe does not make sense since it is not walled, They could put shampoo in the bathroom, not just soap. they could put 2 coffee sachets and 2 tea sachets, not just 1.",Room
765,"and the hotel lobby, you can even smell the smoke from the cigarettes that smoke there.",Location
766,Cleanliness,Room
766,The room given was not the one booked. small corner,Room
767,Clean and spacious room,Room
767,"Far from the beach., The windows overlooked the courtyard, where it was quite noisy.",Location
767,The hotel is average (3 stars) 400 euros for 3 nights a bit expensive.,Price
767,"The windows overlooked the courtyard, where it was quite noisy.",Room
768,"- terrace in the room,
  - well-furnished room and bathroom,",Room
768,monotonous breakfasts (everyday the same set:,Food
768,"the relaxation zone (swimming pool, deckchairs, billiards) definitely did not encourage you to use it.",Facility
769,"Pros: cleanliness, (cleaning and change of towels daily)",Room
769,"2. the beach is within walking distance.
  3. a couple of taverns in the area
  4. near the airport",Location
769,"1. Bed linen was never changed ; 3. the refrigerator is full of minibar for money, I had to pull everything out so that my products would fit;",Room
769,4. the hotel did not allow to turn over a couple of hours before the delayed plane;,Check-out
769,"5. walk to the promenade of Larnaca for about 20 minutes, to Lidl for an hour and a half.",Location
770,"Clean, daily change of towels,",Room
770,value for money,Price
770,"pleasant and helpful staff,",Staff
770,"There was a constant stench coming from outside,",Location
770,lack of storage spaces,Room
776,Cleanliness,Room
776,"proximity to the airport, walk to the sea",Location
777,Wonderful hotel with a cozy homely atmosphere.,Facility
777,Responsive staff. Always with a smile.,Staff
777,Delicious inexpensive breakfast options,Food
780,"Cozy hotel,",Facility
780,"nice room, large room size",Room
780,location near mackenzie beach.,Location
781,"A friendly, nice and sympathetic man serving breakfast.",Food
