ID,Topic,Selected Content,Answer
407,Room,"Nice modern bedroom,",Positive
407,Food,nice greek breakfast,Positive
407,Location,"and hotel great location,",Positive
407,Off,shame i only stayed one night,Off
409,Facility,This hotel was excellent and exceeded all my expectations.,Positive
409,Food,"The restaurant had delicious food, the service was incredible,",Positive
409,Room,rooms were to a very high standard and clean.,Positive
409,Staff,"I am very pleased to stay here and grateful for the staff, they have been helpful, kind and professional.",Positive
409,Off,I highly recommend this hotel.,Off
410,Off,If I could give more than a rating of 10 I would. Rebuke lounge at the beach is worth visiting for the quality of food and decor. We didn’t take advantage of the pool in the hotel only because we ran out of time but on another trip we would have done so.,Off
410,Location,"The location is amazing. Being close to the airport in Larnaka makes travelling easier. Also being right next to the Salt Lake is a must-see especially if there is a good sunset. 
  Within a 10 minute walk you can be on MacKenzie beach which is well maintained and cleaner than other beaches we seen in Larnaka. The hotel is next to a bus stop for travelling between downtown and other locations. Very handy since we didn’t hire a car.",Positive
410,Staff,"The staff make this hotel great. They are friendly, warm, helpful. Always willing to do more to make the guest have a better stay.",Positive
410,Room,"The recently renovated room is about as clean as it could be. The facilities are modern and new. The shower is amazing for couples to use together. The balcony is a nice addition to an already fresh, well presented room. 
  The double bed is extremely comfortable and the new bedding was a delight. It is hard to get a comfortable sheet to sleep with in a country as warm as Cyprus but we were happy with everything offered by the hotel. 
  The minibar was extremely reasonably priced and well stocked. 
  Aircon perfect, easy to use. 
  Wifi great when we used it.",Positive
410,Facility,The front of the hotel is an extremely nice place to unwind in the evening.,Positive
410,Room,Minor point: a bar for hanging clothes in the room was the only thing we felt was missing to improve our stay.,Negative
411,Off,perfect,Off
412,Room,"Superbly refurbished, with high-tech displays “clean/DnD” outside.",Positive
412,Facility,Taller people be careful of doorway leading to elevator - being 190 i head-bumped…,Negative
413,Off,"The bed, the customer service",Off
414,Staff,"Great staff,",Positive
414,Room,"very clean and modern rooms,",Positive
414,Price,great value,Positive
416,Off,We liked everything! Will visit again for sure! Just an amazing place.,Off
416,Staff,The staff and hosts were great!,Positive
416,Facility,Quiet place! Pet friendly!,Positive
416,Price,Value for money!,Positive
417,Location,Close to airport - just 7-10 min by taxi (15€).,Positive
417,Room,"Clean, fresh rooms with all you need for overnight stay.",Positive
417,Staff,Very friendly staff.,Positive
419,Off,Everything. Highly recommend. Nothing,Off
419,Staff,"Very friendly and helpful staff,",Positive
419,Room,"comfortable rooms,",Positive
419,Location,great location.,Positive
420,Location,A LITTLE BIT FAR FROM SEA,Negative
421,Off,"My stay was fantastic, Definitely will be back! I wish I stayed longer!",Off
421,Location,"steps to Makenzy beach, cafés, and restaurants. Easy access to nightlife.",Positive
421,Facility,The building is very clean and made for a comfortable stay.,Positive
421,Staff,The staff made me feel welcome and was very helpful when asking about things to do.,Positive
422,Facility,"This hotel is very new and completely renovated. It’s spotless clean, comfortable. Free parking,",Positive
422,Staff,and very good service from the family that owns it. We felt very welcome.,Positive
422,Room,he room is completely new and very clean. The mini bar was really well equipped and very cheap.,Positive
422,Location,close to the city and very accessible by any transportation.,Positive
423,Off,I had a wonderful experience at La Veranda hotel. Nothing,Off
423,Staff,Staff was amazing and very welcoming.,Positive
423,Room,Rooms are so clean and comfortable with variety of snacks at very affordable price.,Positive
423,Location,Walking distance from the beach and very easy access to public transportation,Positive
424,Room,Family room that fits a family of five.,Positive
424,Food,Fantastic breakfast.,Positive
424,Location,Close to jogging trails along the lake and close to the airport.,Positive
424,Staff,Plus a super friendly staff.,Positive
425,Room,The room sizes were excellent for the wheelchair.,Positive
425,Facility,"The hotel was airy and light.
  The hotel was nice and very clean.",Positive
425,Off,It was the reason why I booked (the reviews).,Off
425,Location,It was great accessibility to where we wanted to be.,Positive
425,Food,The breakfast could have had more variety. They had no cereal on offer at all. They had no ordinary tea on offer. It was al Earl Grey. No proper plan tea.,Negative
425,Facility,This hotel is accessible to wheelchairs but there ramps are not to EU regulations. VERY STEEP. They really need to sort this. The ramp right outside is very dangerous. I am surprised I wasn't wheeled of this ramp.,Negative
426,Off,I Didn't eat at hotel .,Off
426,Room,comfortable bed lovely soft duvet and pillows.good shower,Positive
426,Location,2 times noise in week 4 a.m from people picking rubbish into large lorries .,Negative
427,Room,spotlessly clean,Positive
427,Staff,and the staff were so helpful.,Positive
427,Location,it was not on the beach front as we were under the impression it was.,Negative
428,Room,very clean,Positive
428,Room,not enough pillows,Negative
429,Location,Quiet location.,Positive
429,Room,Bed was very soft and uncomfortable for me.,Negative
429,Facility,Parking was very limited.,Negative
430,Off,"Everything was pretty good, and as expected",Off
430,Room,"Windows should be closed, as the front building looks right into your room.",Negative
431,Room,The room was large and had a nice balcony.,Positive
431,Location,The bus stop into town was around the corner.,Positive
431,Location,There was nothing close by for a mini Mart.,Negative
431,Food,The restaurant was decent.,Positive
432,Room,Clean and comfortable. Cute balconies.,Positive
432,Location,Short walk to Mckenzie beach.,Positive
432,Facility,Street parking.,Negative
433,Staff,"I really liked how polite and friendly the staff was,",Positive
433,Room,I also liked the size of the room an the bed,Positive
433,Off,"There are various things I would love to see improved, listed here:",Negative
433,Room,"- the shower of our room is very inconviniently placed, making a mess because of insufficient coverage of the bathroom glass
  - the edges of the shower (between wall tiles and the shower floor) need replacement - they are hollow and seem moldy
  - the bin is rusty
  - the mirror is weirdly placed, on the right of the sink
  - due to the placement of the curtains, a lot of light gets in the room in the morning",Negative
433,Facility,"there is no designated parking, you just park wherever you find",Negative
433,Staff,"- we have requested late check out (1pm) which we got and we appreciate it. However, we got a call that prompted us to check out at the normal time (12pm) as the next customers would arrive. I exllained thay we have been granted late check out and the clerk apologised. No problem for this, but I find it important to keep staff updated about these things.",Negative
434,Location,Near to the airport,Positive
434,Room,There was some kind of unpleasant smell in the bathroom,Negative
435,Location,close to the airports,Positive
435,Price,this is a guesthouse that is priced like a hotel,Negative
436,Staff,Maria and Richard are really great hosts! Very kind and hospitable. Maria has offered an adapter immediately.,Positive
436,Room,The room was perfectly clean.,Positive
436,Location,"This is a good transitioning for one night, like I had. Or just to sleep over.
  Central location.",Positive
436,Room,"Size of the room is one of the smallest I have ever seen. There is no space for the suitcase nor a wardrobe. No sitting area.
  There is a terrace which Sun hits all the time,",Negative
436,Price,For that money for which I used to pay better hotels in Valencia you get one small water bottle.,Negative
437,Room,"It was clean, the beds were comfortable.",Positive
437,Price,For what you get it was a bit expensive.,Negative
437,Room,The rooms were a bit small for a suite.,Negative
437,Food,No breakfast included. We tried it one time at their restaurant and it was low quality compared to an original greek breakfast.,Negative
437,Off,Didn't eat there again.,Negative
438,Staff,Very friendly people.,Positive
438,Room,Very spacious and clean room.,Positive
438,Location,Very close to the Larnaka airport as we needed it to be.,Positive
438,Room,"The duvet was for the winter and even with 23 degrees Celsius on the a/c it was unbearable!
  No simple sheets on the bed either...we could not open the windows because it was very very noisy. 
  Also the windows had no soundproofing whatsoever because the noise was too much!! Also the room had a hair dryer and a kettle that we could not use because the plugs did not fit the sockets and the hotel didn't provide adaptors...So no use of that service in the room either!",Negative
439,Location,Usefully located hotel in between city centre and airport.,Positive
439,Food,Restaurant stayed open reasonably late so I could eat after an evening arrival in Cyprus.,Positive
439,Food,Restaurant was offering a rather narrow set of choices compared to what was listed on the menu.,Negative
439,Room,Room quite small.,Negative
440,Staff,Friendly Staff!,Positive
440,Room,Very modern rooms,Positive
440,Room,"Bath room was cleaned rather superficially, so that medium nice with hair not being removed.",Negative
441,Food,"Break fast was PERFECT,",Positive
441,Room,the room was PERFECT.,Positive
441,Facility,Some issues with internet,Negative
441,Location,"Some issues with internet and location, bit far from the center,",Negative
441,Location,but very quite Area around.,Positive
441,Room,Cold floor in the room :-),Negative
442,Food,Breakfast was very filling. It was located on the table in front of us (funny question).,Positive
442,Room,Room was a little cold.,Negative
442,Facility,The hotel hadn’t yet opened up for the season.,Negative
442,Location,It was a little hard to find.,Negative
443,Room,"clean room,",Positive
443,Staff,friendly staff,Positive
443,Facility,"off season, so no bar / restaurant/ pool, which was not clear on booking.",Negative
444,Room,nice and very clean.,Positive
444,Staff,that they couldn’t wait for 15min as i had just fractured my ankle and need to change my bandage and the Lady of the house was literally standing next to the door with a cleaner to clean the room. so i left without changing my bandage and had to do it outside on the street.,Negative
445,Facility,Nice clean little hotel,Positive
445,Location,next to the airport,Positive
445,Food,Breakfast was below average,Negative
447,Staff,the staff were lovely,Positive
447,Room,The bed and pillows were very uncomfortable and the telly was not working properly,Negative
448,Room,Clean room. comfortable bed,Positive
448,Location,Good location for makenzie beach.,Positive
448,Staff,Staff was excellent,Positive
448,Room,"Complimentary coffee/tea in our bedroom was not replenished after the first night. Only one coffee sachet for a double room. 
  Whatever was used from the fridge was also not replenished.
  There were no thin curtains to allow for some light to come through into the bedroom; and so you had to draw the thick curtains if you wanted privacy.",Negative
449,Location,Close to the airport,Positive
449,Staff,We booked a taxi at 04:30 in the morning to go to the airport. Very frustrating that the host didnt inform us that his taxi had a double Booking instead of ordening another for us.,Negative
450,Staff,Friendly and Helpful Staff.,Positive
450,Room,Room Cleanliness,Positive
451,Location,Property is perfectly located close from the airport and close to the famous Makenzie Beach.,Positive
451,Facility,Neat and modern hotel facility.,Positive
451,Facility,"Property feels cold without an warm inviting atmosphere, as it’s to minimalistic.",Negative
451,Room,Rooms are a nice size but is unfortunately situated on top of the outside bar area. Twin beds are provided and the pillows is not comfortable at all. The shower in the bathroom is open in-front which results in the whole floor being wet. Property have a great potential with some care.,Negative
453,Location,close to mackenzie beach,Positive
453,Room,"Safe didn’t work, back door balcony in other bedroom wouldn’t lock, do not disturb sign didn’t work (electronic), very noisy guests.",Negative
453,Staff,asked for double bed and got two single beds next to eachother,Negative
453,Check-in,"Waited 10 minutes for someone to come greet us for check in, no one on desk 
  Guy on desk told us we had not paid but we did 
  then he took a picture of my passport which no hotel does at all which was very strange ?????",Negative
454,Location,Very noisy neighborhood,Negative
455,Room,It’s clean. The pictures of the room are accurate,Positive
455,Off,you can easily pass here one night before flying back,Positive
455,Location,"The location was not great, It’s in front of a pension and so close that people could see the colour of my underwear.",Negative
455,Facility,"the pool not even to be considered, the overall hotel installation is badly maintained. It’s in front of a pension. The lift broke. The pictures of the room are accurate but fot the hotel installation and pool have a look to ‘Pasithea Apartments’",Negative
455,Room,"The aircon was too strong so we’d opened the windows, big mistake! Very noisy (I’ve asked quiet room).",Negative
455,Staff,the guy was offended becawe asked to see the room before paying….,Negative
456,Food,-No free breakfast option.,Negative
456,Room,"They need to put a lock to the bathroom and a shower glass door inside or else it gets messy.
  -wifi is not good",Negative
456,Location,"Location is good. Convenient by taxi to city Center,airport and beach.",Positive
456,Room,rooms are very well maintained.,Positive
456,Food,-The sandwiches and hummus by the chef were delicious.,Positive
456,Staff,Mrs Tony does a fabulous job keeping the place spotless and making the guests comfortable. The helps are amazing too. Thanks to all at the hotel who work hard to keep it in good condition.,Positive
456,Staff,However when I booked this property in advance it was a higher price but booking.com reduced the price before my travel date and the hotel refused to accept the lower price which I felt was unfair for me as they charged twice for cancellation and rebooking. Maybe this was a booking.com issue or the hotel but I was quite unhappy about this since it was not justified by the owner. I spoke to Ali from booking.com and he said there was no cancellation charge but they charged me,Negative
456,Booking-issue,However when I booked this property in advance it was a higher price but booking.com reduced the price before my travel date and the hotel refused to accept the lower price which I felt was unfair for me as they charged twice for cancellation and rebooking. Maybe this was a booking.com issue or the hotel but I was quite unhappy about this since it was not justified by the owner. I spoke to Ali from booking.com and he said there was no cancellation charge but they charged me,Negative
456,Off,Peaceful and good for couples and backpackers.,Positive
457,Location,I like the quietness and it’s close to airport,Positive
457,Room,The way room are furnished is not comfortable,Negative
458,Facility,facilities are limited.,Negative
458,Room,"Noisy. Probably renovation work was in progress so, some items were not ready. Example, there is no rod for hangers in the wardrobe, the safe wasn’t fixed.",Negative
458,Food,Limited food options,Negative
458,Off,Basic night stay,Positive
459,Room,"Very comfortable bed, room very new and comfortable.",Positive
459,Room,"TV did not work,",Negative
459,Location,garbage truck passes at 3 a.m with an incredible noise.,Negative
460,Location,Location was excellent,Positive
460,Staff,and staff was very polite.,Positive
460,Room,Room was very clean upon arrival,Positive
460,Price,Rate was very expensive for what it offered.,Negative
460,Room,"No cleaning service the 4 days I stayed, no emptying garbage can and also had to ask for fresh towels. There were not even hangers for clothes in the closet",Negative
461,Staff,The people working there were kind and responsive. I feel bad writing a negative review because they were kind,Positive
461,Room,Our plumbing had complications twice.,Negative
461,Staff,"Moreover, the cleaning crew cleaned out our rooms and threw out a box of cookies next to our bags that was meant to be a gift. These cookies are only made in Thessaloniki and cost us 25 euros. When we asked if they had seem them, the owners brought them out of the trash room and offered to spray them as if that would be acceptable for an edible gift during COVID pandemic cautions. It was nice that they tried, but they should be refunding us for the cookies we lost. I feel bad writing a negative review because they were kind; however, only things near the garbage should be thrown out. Not stuff next to guests' belongings. I was extremely disappointed in how they dealt with the situation, and that they thought it was acceptable to take an edible gift out of a trash room and continue as if nothing happened.",Negative
462,Location,"excellent location,",Positive
462,Room,clean and modern.,Positive
463,Room,cleanliness,Positive
464,Room,"The room was nice and clean, the two beds were set up as we requested",Positive
464,Room,There wasn’t a fan in the bathroom so opening the window was required,Negative
465,Room,"Room fresh, clean and modern. Same as shown in photos.",Positive
465,Location,"Calm area, close to the beach, many restaurants and coffee shops there. 
  Bus station very close.",Positive
465,Food,Breakfast above expectations.,Positive
465,Off,nothing,Off
466,Location,"Hotel is very close to the airport, nice place to stay if you arrive late at night.",Positive
467,Staff,Liked the happy and smiling welcome that greets you once you arrive at the property.,Positive
467,Off,"Unfortunately, I didn't have time to try their breakfasts as I had an early flight but they looked amazing. I will definitely return and I can thoroughly recommend this property. Thank you very much! Not applicable",Off
468,Staff,"Nice staff,",Positive
468,Room,room very nice and clean.,Positive
468,Facility,Swimming pool could be cleaner.,Negative
469,Staff,Very helpful and knowledgeable staff.,Positive
469,Room,Rooms are updated and clean.,Positive
470,Room,Nice and clean.,Positive
470,Staff,Owners very nice and friendly.,Positive
470,Off,Perfect for an overnight stay.,Positive
471,Room,"Very clean, modern rooms, comfortable bed and good shower.",Positive
471,Staff,Very helpful staff.,Positive
471,Price,Exceptional value for money,Positive
471,Location,and very close to beach.,Positive
471,Location,Maybe a little way from main town,Negative
472,Facility,Very friendly atmosphere. A family business where you feel like at home. The hotel is very comfortable.,Positive
472,Food,Huge and delicious breakfast.,Positive
472,Off,We definitely will come again.,Off
473,Staff,Friendly staff and service.,Positive
473,Room,Very nice rooms. Clean.,Positive
474,Room,"Clean, smart devices.",Positive
474,Price,"Overpriced for its facilities,",Negative
474,Facility,if you're lucky you may have the only one parking in the side.,Negative
474,Food,Very poor lunch (breakfast),Negative
475,Off,Nice,Positive
475,Room,"The floor is not cleaned enough, full of dust, water does not drain and floods the room",Negative
477,Staff,Very kind staff.,Positive
477,Food,"Delicious food,",Positive
477,Room,impeccable cleanliness.,Positive
477,Off,Thank you!,Positive
478,Staff,"The kindness of the staff,",Positive
478,Off,"the location,",Positive
478,Room,the cleanliness of the room.,Positive
480,Staff,French speaking and competent staff.,Positive
480,Off,Nothing,Off
481,Facility,The cleanest place I stayed in Cyprus!,Positive
481,Staff,The staff is kind and welcoming.,Positive
481,Off,"The Waze is to blame for what I didn't like.
  She was less helpful in guiding me than the locals, who explained to me in a second",Off
482,Facility,"pleasant accommodation,",Positive
482,Staff,"helpful reception,",Positive
482,Room,cleanliness,Positive
482,Room,the rooms were not soundproofed enough,Negative
483,Staff,The staff are extremely friendly and always happy to help when needed. They were always ready to answer any of our questions.,Positive
483,Location,"In a very good location, close to the airport, especially if you have an early or late flight, and also close to the beach.",Positive
483,Room,"The main reason for not giving the highest rating is the noise. From the neighboring hotels/houses, they showered at any time of the day and made unpleasant noise. There were problems with the sealing and closing of the window.",Negative
484,Room,"Nice room, very clean.",Positive
484,Location,Convenient because close to the airport.,Positive
484,Staff,Very kind and helpful staff.,Positive
484,Food,"We had dinner in the evening, it was very good.",Positive
484,Location,Just a bit far from town,Negative
484,Room,Room a bit small,Negative
486,Room,"The room was very clean and very spacious.
  The mattresses and pillows were excellent.",Positive
486,Room,The only thing that was slightly flawed was the water in the shower in the evening which was lukewarm,Negative
487,Off,everything is very good,Positive
488,Off,Everything was great!,Positive
489,Room,nice and comfortable small room.,Positive
489,Facility,Early November: good availability of free parking spaces at the bottom of the hotel.,Positive
489,Location,"The beach is 10 minutes walk, the airport 10 minutes by bus.",Positive
489,Staff,Friendly staff and very good advice,Positive
490,Location,Proximity to the airport,Positive
490,Food,and excellent cuisine,Positive
490,Off,Nothing,Off
491,Room,"Practical rooms, balconies in each room.",Positive
491,Location,good location for the airport.,Positive
491,Staff,Listening staff.,Positive
491,Room,The noise. The rooms are poorly soundproofed. We hear the neighbors moving.,Negative
492,Location,"Hotel near the airport, ideal for a late arrival or a very early departure",Positive
492,Room,"bed duvet much too thick, we suffocate underneath! Very hard bed. Noisy, due to the heavy use of tiling",Negative
492,Location,"Noisy, due to the heavy use of tiling and the steady stream of travelers arriving/departing for the airport throughout the night.",Negative
492,Off,Do not use this hotel other than for a stopover night near the airport,Negative
493,Room,"nice, clean and neat.",Positive
493,Staff,super sweet hosts,Positive
494,Facility,Very clean hotel,Positive
494,Staff,Very kind staff,Positive
494,Location,Very close to the airport,Positive
496,Location,"Great location close to the airport,",Positive
496,Staff,friendly service,Positive
496,Food,and delicious breakfasts.,Positive
497,Facility,Perfect hotel.,Positive
497,Staff,"welcoming and helpful staff. and I thank Tony for his welcome and his smile, it's so rare.",Positive
497,Room,the room was spacious.and clean.,Positive
497,Food,the restaurant is very varied.,Positive
497,Location,as well as the location close to the airport and the beach as well as many restaurants and snacks.,Positive
497,Off,I will resell with pleasure.I recommend the hotel 100%.,Positive
498,Staff,"Great welcome, very pleasant contact, very helpful",Positive
498,Location,Access to the airport is close,Positive
498,Location,"Access to the airport is close but not so easy with the bus, when you do not know",Negative
499,Location,The hotel is located close to Larnaca airport.,Positive
499,Staff,"Very helpful staff,",Positive
499,Room,"the room had everything you need, and also the bathroom. Clean and cozy.",Positive
500,Facility,"The accommodation itself is very good., and on the other hand, if you go by car, even though there is an open-air car park very close,",Positive
500,Location,It is very central.,Positive
500,Location,The problem is finding it. It is located in an alley and google maps went crazy. Now I understand why they sent me a photo of how to locate the street.,Negative
500,Off,"Surely it's not a problem with the accommodation,",Off
500,Room,but the guests in the upper apartment didn't stop making noise at 3am,Negative
500,Facility,"and on the other hand, if you go by car, even though there is an open-air car park very close, it's a real odyssey to be able to park. We had to leave the car far away.",Negative
501,Facility,The hotel is very clean,Positive
501,Location,and close to the airport.,Positive
501,Room,"Simple and comfortable rooms, you can see that there is care in the place.",Positive
501,Food,"The restaurant in the hotel lobby is good,",Positive
501,Food,although it took a relatively long time for our food to be ready.,Negative
502,Facility,It's a clean and good hotel,Positive
502,Staff,and the service is also great,Positive
503,Location,"Close to the field,",Positive
503,Staff,"the staff is nice,",Positive
503,Room,"the room is restful and pleasant, clean and renovated, The bed is comfortable and so is the shower",Positive
503,Location,"The environment is a bit unfriendly for walking, there is a lot of construction and the roads are bumpy",Negative
504,Facility,Everything is a perfect boutique hotel,Positive
505,Room,"Modern furnished and very clean room,",Positive
505,Staff,friendly staff.,Positive
505,Food,"Nice restaurant in the house, great coffee!",Positive
505,Location,"Close to the city center, the airport and the sea.",Positive
505,Price,Price/performance is totally right.,Positive
506,Room,"cleanliness, simple and modern furnishings but new like the whole structure",Positive
506,Off,"location, Nothing",Off
507,Facility,"The hotel is very modernly furnished,",Positive
507,Room,the room is spacious enough with an above-standard large bathroom.,Positive
507,Off,We did not use the breakfast because of the early departure. We spent little time at the hotel to assess what could be improved. But we have a positive experience and will use it again next time.,Off
507,Staff,The staff at the reception willingly arranged a ride to the airport for us.,Positive
508,Off,Everything nice,Off
509,Facility,"Nice facility,",Positive
509,Staff,very nice and helpful staff.,Positive
510,Location,Proximity to the airport,Positive
510,Price,cheap,Positive
510,Room,clean,Positive
510,Room,"Cramped, the third bed for a child is more suitable for a baby, minimalist room accessories",Negative
512,Off,great stay.,Off
512,Room,very clean.,Positive
512,Staff,the staff is available and always helps,Positive
513,Location,The place is close to the airport and easy to get to.,Positive
513,Check-in,We arrived late and the directions were clear and easy.,Positive
513,Facility,The place is clean and everything was exactly as expected,Positive
513,Location,A short distance from the promenade where you can find nice restaurants on the beach,Positive
513,Room,The room for 5 was very tight. Suitable for one night no more,Negative
515,Location,I really liked the location. Close to the lake and the beach.,Positive
515,Staff,Very nice staff.,Positive
515,Check-in,Thank you very much for being able to move in earlier.,Positive
515,Facility,Very clean new hotel,Positive
516,Staff,friendliness of staff,Positive
517,Staff,"The manager very friendly,",Positive
517,Facility,the hotel of very good quality,Positive
518,Location,quiet place,Positive
519,Food,"Very good breakfast,",Positive
519,Location,great location near MacKenzie beach.,Positive
519,Staff,Staff very polite and helpful almost family atmosphere.,Positive
521,Room,"Very clean, well organized, nothing missing, pleasant balcony, comfortable mattress.",Positive
521,Room,The air conditioner does not cool enough,Negative
521,Staff,nice hosts,Positive
522,Staff,friendly staff,Positive
523,Staff,"Amazing team!!!
  Helps with any question and problem... smiling and patient.
  Changed us to a family room that we requested..
  They gave us great recommendations for places in the city. Order taxis for us...help with car rental.
  They even celebrated our daughter's birthday with a surprise..
  In short, an experience",Positive
526,Off,Perfect for a stay in Larnaca. Everything was in order.,Positive
527,Facility,It is a great accommodation,Positive
527,Price,with excellent value for money.,Positive
527,Location,In addition to being very well located near Larnaca airport and mckenzie beach.,Positive
527,Off,I fully recommend it. Anything.,Positive
527,Staff,The staff extremely friendly.,Positive
528,Facility,"New hotel, everything is clean and fresh.",Positive
528,Location,"We were interested in a hotel near the airport, it met our expectations!)",Positive
529,Room,"Cleanliness/Towels: 10/10
  Design/Furniture: 10/10",Positive
529,Staff,Staff: 10/10,Positive
529,Room,"Soundproofing: 07/10 (separated rooms with plasterboards)
  Balcony furniture set: 08/10 (could refurbish these too)
  Set of shampoo etc. for the bathroom: 08/10 (Could offer 1 to 1 for the pampering)",Negative
530,Facility,Very nice and clean hotel.,Positive
530,Location,In an easy and quiet place. Not far from the beach.,Positive
530,Staff,The staff was very nice and polite,Positive
531,Location,Location close to the airport and the promenade by the sea.,Positive
531,Room,"Clean, tidy, comfortable and beautiful room.",Positive
531,Staff,Courteous and welcoming service.,Positive
531,Off,We will return to him again.. Highly recommend. We liked the rule,Off
532,Location,"The proximity to the airport,",Positive
532,Facility,"free parking,",Positive
532,Room,large rooms! very clean,Positive
533,Off,"We did not have breakfast because we were leaving very early, A real Lebanese tabbouleh all hearty I recommend the restaurant as much as the hotel",Off
533,Food,however the restaurant in the evening was perfect. The cook particularly affable fast and delicious irreproachable service.,Positive
534,Food,Very good homemade breakfast.,Positive
535,Facility,"Small, modern hotel",Positive
535,Staff,with very friendly and helpful hosts.,Positive
535,Location,30 minute walk from Larnaca center and 10 minute walk from beautiful Mackenzie Beach!,Positive
535,Off,I'd love to come back!,Positive
536,Facility,An intimate hotel,Positive
536,Staff,with service at the highest level.,Positive
536,Food,The cuisine is simple but tasty.,Positive
536,Location,"Location on +., close to the beach, gastronomy and the airport",Positive
537,Facility,Terrace was very cozy,Positive
537,Off,It was very hot but that was the weather,Off
538,Check-in,We arrived in the middle of the night and were able to get into the room via self-check-in without any problems.,Positive
538,Location,"Good location close to the airport - easily accessible by taxi, there is also a bus route nearby.",Positive
538,Room,Rooms may be a bit small for a longer stay,Negative
538,Off,but since we only stayed one night it wasn't a problem.,Off
540,Location,"Location is very close to the beach, Very close to the airport, like 8 minutes by car.",Positive
540,Staff,very kind staff on the last day kept our suitcases in custody for the whole day.,Positive
540,Room,Really soft bed and pillows. but large bathroom and shower.,Positive
540,Room,Room a little smaller than average,Negative
541,Location,Strategic location: the property is close to both the airport and Mackenzie Beach. In fifteen minutes of walking along the sea you can also reach Finikoudes.,Positive
541,Staff,"Courteous and helpful staff,",Positive
541,Room,"maximum cleanliness, excellent upholstery and modern furnishings.",Positive
543,Room,recently refurbished rooms.,Positive
543,Facility,Little parking nearby arriving in the evening,Negative
544,Staff,All. The sense of hospitality of the owner.,Positive
544,Off,Nothing .,Off
545,Food,We had dinner and it was perfect,Positive
545,Off,Nothing to complain about,Off
546,Location,"convenient location, with a late arrival and planning further travel by car. Walking distance to Mackenzie Beach and Salt Lake.",Positive
546,Check-in,Purely. no problem with check-in after 12 at night.,Positive
546,Facility,Parking next to the hotel.,Positive
547,Room,"large comfortable bed, clean linen, cozy.",Positive
547,Location,close to the airport (7-10 minutes by taxi),Positive
548,Food,Arabic food,Positive
548,Food,Have to pay for breakfast,Negative
549,Staff,Super nice staff.,Positive
549,Location,Great location,Positive
549,Facility,and pet friendly! We were able to bring our small dog and the hotel was still very clean!!,Positive
550,Room,The rooms are big and very clean! There is also a balcony.,Positive
550,Staff,Tony the hotel owner is a great man! Helped us with everything we needed,Positive
550,Off,everything will be alright,Positive
551,Staff,"A very welcoming staff, smiling and always available to satisfy you. At the reception as in the restaurant there is always someone to take care of you in one of the four languages ​​(Greek, English, French or Arabic).",Positive
551,Location,The proximity to the famous Mackenzie Beach is an asset for this charming hotel. The beach is around 5 minutes walk...,Positive
551,Facility,The hotel seems to have been freshened up recently.,Positive
551,Off,So everything seemed flawless to us.,Positive
552,Location,We arrived at the hotel for one night in order to be close to Larnaca airport for an early morning flight.,Positive
552,Room,"The rooms are pleasant, clean, the beds are comfortable, everything is new and clean!!",Positive
552,Off,"We had a really nice time at this hotel, There is nothing we didn't like",Positive
553,Room,"clean rooms, comfortable bed",Positive
553,Staff,"very nice staff,",Positive
554,Location,"The situation, extremely close to the airport for a very early departure or a late arrival, and extremely close to the beach and its entertainment (restaurants, bars...). Very quiet though.",Positive
554,Room,"Very clean, very comfortable, brand new!",Positive
554,Staff,Very friendly and pleasant welcome.,Positive
555,Staff,We were received with a beautiful and kind hospitality by the hotel staff.,Positive
555,Room,"Clean room, pleasant and comfortable bedding. There is a kettle and a fridge in the room.",Positive
555,Location,Close to Larnaca airport. Less than 10 minutes,Positive
555,Room,Bed 5 could be opened and was less comfortable. Toilet and shower are together and less convenient.,Negative
557,Room,"Cleanliness first,",Positive
557,Staff,the kindness of the staff.,Positive
557,Food,"The breakfast offered by an independent service does not correspond quantitatively and qualitatively to the known levels of Cypriot hospitality and gastronomy,
  and the price of €12 for breakfast is much more expensive than the reasonable value (in terms of quality and quantity) of the offered product!",Negative
558,Staff,"explanation for arrival,",Positive
558,Room,cleanliness,Positive
558,Off,Nothing,Off
559,Off,everything. I liked everything,Positive
560,Location,Excellent location near the airport. Good for an overnight stay after a late or early morning flight.,Positive
560,Room,There was no hot water the two nights.,Negative
560,Staff,"when we complained, they said they took care of it and it wasn't taken care of.",Negative
561,Room,cleanliness,Positive
561,Staff,kindness of the staff,Positive
561,Off,Nothing,Off
562,Room,"The room is really clean,",Positive
562,Location,close to Larnaca airport and it was really convenient to stop there because our flight landed in the middle of the night,Positive
562,Room,The water in the bath is cold!!!!!!,Negative
562,Off,And that we were staying in the middle of August.. even David Shemesh was supposed to arrange boiling soup here,Negative
564,Room,"The room was spotless and the sheets were musky! While we had booked a double room, they gave us a 4-bed room with two rooms, which made us very happy.",Positive
564,Check-in,While we arrived after midnight there was a person at the reception to check in.,Positive
564,Staff,The staff is very kind and helpful!,Positive
564,Off,We would definitely go again!!,Positive
565,Location,"Location near the airport, near Mackenzie beach - super convenient. five minutes to the beach.",Positive
565,Food,"Delicious breakfasts,",Positive
565,Room,"Homer comfortable, clean, cleaned every day.",Positive
565,Staff,"attentive staff, The owners of the hotel helped with all questions.",Positive
565,Off,If you stop here,Off
566,Location,Location close to the airport,Positive
566,Staff,"Kindness of staff
  Staff speaks French",Positive
567,Off,"We liked everything,",Positive
567,Staff,"excellent service, they helped us with everything we needed.",Positive
